pathway,transcriptome_pval,transcriptome_padj,proteome_pval,proteome_padj,phosphoproteome_pval,phosphoproteome_padj,combined_pval,combined_padj,Contrast,Pathway
(KEGG) Salmonella infection,0.978655283,0.992274604,0.941558442,1,0.48074922,0.997416021,0.999887737,0.999991866,X1O2NoCyA vs X19O2NoCyA,Salmonella Infection
(KEGG) Pertussis,0.957783641,0.989477779,0.661538462,1,0.233236152,0.997416021,0.999846169,0.999991866,X1O2NoCyA vs X19O2NoCyA,Pertussis
(KEGG) Legionellosis,0.700934579,0.91945052,0.64159292,1,0.717522659,0.997416021,0.998502564,0.999991866,X1O2NoCyA vs X19O2NoCyA,Legionellosis
(KEGG) Yersinia infection,0.133640553,0.603729246,0.987421384,1,0.307855626,0.997416021,0.984741416,0.999991866,X1O2NoCyA vs X19O2NoCyA,Yersinia Infection
(KEGG) Leishmaniasis,0.606060606,0.843703226,0.387142857,1,0.243101183,0.997416021,0.996442015,0.999991866,X1O2NoCyA vs X19O2NoCyA,Leishmaniasis
(KEGG) Chagas disease,0.908543923,0.972519772,0.512544803,1,0.983965015,0.997416021,0.999572591,0.999991866,X1O2NoCyA vs X19O2NoCyA,Chagas Disease
(KEGG) African trypanosomiasis,0.081240768,0.505119695,0.493036212,1,0.870731707,0.997416021,0.976506067,0.999991866,X1O2NoCyA vs X19O2NoCyA,African Trypanosomiasis
(KEGG) Malaria,0.985893417,0.992274604,0.84057971,1,NA,NA,0.992274604,0.999991866,X1O2NoCyA vs X19O2NoCyA,Malaria
(KEGG) Toxoplasmosis,0.729559748,0.926094211,0.62890625,1,0.299287411,0.997416021,0.998653351,0.999991866,X1O2NoCyA vs X19O2NoCyA,Toxoplasmosis
(KEGG) Amoebiasis,0.119784657,0.601486156,0.898148148,1,0.952845528,0.997416021,0.984582662,0.999991866,X1O2NoCyA vs X19O2NoCyA,Amoebiasis
(KEGG) Staphylococcus aureus infection,0.446254072,0.788551229,0.618357488,1,NA,NA,0.788551229,0.999991866,X1O2NoCyA vs X19O2NoCyA,Staphylococcus Aureus Infection
(KEGG) Tuberculosis,0.415384615,0.766262489,0.008964717,0.142963643,0.634311512,0.997416021,0.921889496,0.999991866,X1O2NoCyA vs X19O2NoCyA,Tuberculosis
(KEGG) Hepatitis C,0.642857143,0.873728891,0.798165138,1,0.783659379,0.997416021,0.997335179,0.999991866,X1O2NoCyA vs X19O2NoCyA,Hepatitis C
(KEGG) Hepatitis B,0.283146067,0.687956461,0.097826619,0.601488834,0.971646674,0.997416021,0.979618028,0.999991866,X1O2NoCyA vs X19O2NoCyA,Hepatitis B
(KEGG) Measles,0.735915493,0.930269766,0.223175966,0.935551207,0.700234192,0.997416021,0.99958767,0.999991866,X1O2NoCyA vs X19O2NoCyA,Measles
(KEGG) Human cytomegalovirus infection,0.086338798,0.505259738,1,1,0.521966527,0.997416021,0.976519835,0.999991866,X1O2NoCyA vs X19O2NoCyA,Human Cytomegalovirus Infection
(KEGG) Influenza A,0.062352941,0.461708683,0.654545455,1,0.605700713,0.997416021,0.971892215,0.999991866,X1O2NoCyA vs X19O2NoCyA,Influenza A
(KEGG) Human papillomavirus infection,0.710945802,0.91945052,0.071720013,0.571872738,0.448893572,0.997416021,0.994266908,0.999991866,X1O2NoCyA vs X19O2NoCyA,Human Papillomavirus Infection
(KEGG) Human T-cell leukemia virus 1 infection,0.562979189,0.832033196,0.028785982,0.300763886,0.636079249,0.997416021,0.96915633,0.999991866,X1O2NoCyA vs X19O2NoCyA,Human T-Cell Leukemia Virus 1 Infection
(KEGG) Kaposi sarcoma-associated herpesvirus infection,0.503311258,0.825116599,0.54950495,1,0.731409545,0.997416021,0.995836428,0.999991866,X1O2NoCyA vs X19O2NoCyA,Kaposi Sarcoma-Associated Herpesvirus Infection
(KEGG) Herpes simplex virus 1 infection,0.040041068,0.385757057,0.833541927,1,0.95,0.997416021,0.961802278,0.999991866,X1O2NoCyA vs X19O2NoCyA,Herpes Simplex Virus 1 Infection
(KEGG) Epstein-Barr virus infection,0.487264673,0.815861164,0.186170213,0.868228921,0.712328767,0.997416021,0.997277388,0.999991866,X1O2NoCyA vs X19O2NoCyA,Epstein-Barr Virus Infection
(KEGG) Human immunodeficiency virus 1 infection,0.416393443,0.766262489,0.993909866,1,0.920502092,0.997416021,0.993632839,0.999991866,X1O2NoCyA vs X19O2NoCyA,Human Immunodeficiency Virus 1 Infection
(KEGG) Pathways in cancer,0.5,0.825116599,0.360544218,1,0.299591002,0.997416021,0.995836428,0.999991866,X1O2NoCyA vs X19O2NoCyA,Pathways In Cancer
(KEGG) Transcriptional misregulation in cancer,0.010097446,0.181836622,0.887804878,1,0.518055556,0.997416021,0.909063062,0.999991866,X1O2NoCyA vs X19O2NoCyA,Transcriptional Misregulation In Cancer
(KEGG) Viral carcinogenesis,0.543887147,0.825116599,0.703703704,1,0.248062016,0.997416021,0.995836428,0.999991866,X1O2NoCyA vs X19O2NoCyA,Viral Carcinogenesis
(KEGG) Chemical carcinogenesis,0.213058419,0.637126619,0.189119171,0.868228921,0.960743802,0.997416021,0.993101899,0.999991866,X1O2NoCyA vs X19O2NoCyA,Chemical Carcinogenesis
(KEGG) Proteoglycans in cancer,0.768640351,0.948599798,0.805243446,1,0.752360965,0.997416021,0.999128724,0.999991866,X1O2NoCyA vs X19O2NoCyA,Proteoglycans In Cancer
(KEGG) MicroRNAs in cancer,0.565952649,0.832033196,0.654901961,1,0.680716544,0.997416021,0.996066613,0.999991866,X1O2NoCyA vs X19O2NoCyA,Micrornas In Cancer
(KEGG) Colorectal cancer,0.312138728,0.697577544,0.979452055,1,0.176470588,0.997416021,0.99044106,0.999991866,X1O2NoCyA vs X19O2NoCyA,Colorectal Cancer
(KEGG) Renal cell carcinoma,0.262222222,0.678933416,0.014339472,0.197493637,0.860277136,0.997416021,0.917992433,0.999991866,X1O2NoCyA vs X19O2NoCyA,Renal Cell Carcinoma
(KEGG) Pancreatic cancer,0.602339181,0.843703226,0.973282443,1,0.98125,0.997416021,0.996442015,0.999991866,X1O2NoCyA vs X19O2NoCyA,Pancreatic Cancer
(KEGG) Endometrial cancer,0.411167513,0.766262489,0.599708879,1,0.310429448,0.997416021,0.993632839,0.999991866,X1O2NoCyA vs X19O2NoCyA,Endometrial Cancer
(KEGG) Glioma,0.422744129,0.768850433,0.440140845,1,0.560916767,0.997416021,0.99373941,0.999991866,X1O2NoCyA vs X19O2NoCyA,Glioma
(KEGG) Prostate cancer,0.421686747,0.768850433,0.959107807,1,0.769850403,0.997416021,0.99373941,0.999991866,X1O2NoCyA vs X19O2NoCyA,Prostate Cancer
(KEGG) Thyroid cancer,0.828457447,0.964788381,0.500749625,1,0.808333333,0.997416021,0.999436259,0.999991866,X1O2NoCyA vs X19O2NoCyA,Thyroid Cancer
(KEGG) Basal cell carcinoma,0.384297521,0.748040215,0.4224,1,0.013307367,0.997416021,0.992855589,0.999991866,X1O2NoCyA vs X19O2NoCyA,Basal Cell Carcinoma
(KEGG) Melanoma,0.934579439,0.975349683,0.858461538,1,0.366622865,0.997416021,0.999620727,0.999991866,X1O2NoCyA vs X19O2NoCyA,Melanoma
(KEGG) Bladder cancer,0.44047619,0.787287904,0.688650307,1,0.809722222,0.997416021,0.994472124,0.999991866,X1O2NoCyA vs X19O2NoCyA,Bladder Cancer
(KEGG) Chronic myeloid leukemia,0.293622142,0.693678025,0.911877395,1,0.721218962,0.997416021,0.990237302,0.999991866,X1O2NoCyA vs X19O2NoCyA,Chronic Myeloid Leukemia
(KEGG) Acute myeloid leukemia,0.195031056,0.63327873,0.948467967,1,0.655491329,0.997416021,0.986727354,0.999991866,X1O2NoCyA vs X19O2NoCyA,Acute Myeloid Leukemia
(KEGG) Small cell lung cancer,0.112426036,0.582741617,0.893442623,1,0.28358209,0.997416021,0.983209119,0.999991866,X1O2NoCyA vs X19O2NoCyA,Small Cell Lung Cancer
(KEGG) Non-small cell lung cancer,0.277506112,0.684955563,0.986013986,1,0.539192399,0.997416021,0.989772045,0.999991866,X1O2NoCyA vs X19O2NoCyA,Non-Small Cell Lung Cancer
(KEGG) Breast cancer,0.607683353,0.843703226,0.273858921,0.987727709,0.032332564,0.997416021,0.999763557,0.999991866,X1O2NoCyA vs X19O2NoCyA,Breast Cancer
(KEGG) Hepatocellular carcinoma,0.62122905,0.851111166,0.965909091,1,0.497337593,0.997416021,0.996671997,0.999991866,X1O2NoCyA vs X19O2NoCyA,Hepatocellular Carcinoma
(KEGG) Gastric cancer,0.58041958,0.832033196,0.879834254,1,0.235154394,0.997416021,0.996066613,0.999991866,X1O2NoCyA vs X19O2NoCyA,Gastric Cancer
(KEGG) Central carbon metabolism in cancer,1.94E-05,0.000862595,0.024810246,0.299270997,0.423990499,0.997416021,0.308951033,0.999991866,X1O2NoCyA vs X19O2NoCyA,Central Carbon Metabolism In Cancer
(KEGG) Choline metabolism in cancer,0.008938735,0.173746669,0.252793296,0.987727709,0.428921569,0.997416021,0.991112162,0.999991866,X1O2NoCyA vs X19O2NoCyA,Choline Metabolism In Cancer
(KEGG) PD-L1 expression and PD-1 checkpoint pathway in cancer,0.307322929,0.695332774,0.509727626,1,0.924855491,0.997416021,0.990324083,0.999991866,X1O2NoCyA vs X19O2NoCyA,Pd-L1 Expression And Pd-1 Checkpoint Pathway In Cancer
(KEGG) Asthma,0.777083333,0.951468176,NA,NA,NA,NA,0.951468176,0.999991866,X1O2NoCyA vs X19O2NoCyA,Asthma
(KEGG) Autoimmune thyroid disease,0.744505495,0.932814381,0.293774319,0.987727709,NA,NA,0.995957812,0.999991866,X1O2NoCyA vs X19O2NoCyA,Autoimmune Thyroid Disease
(KEGG) Inflammatory bowel disease,0.853333333,0.964788381,0.491428571,1,0.972809668,0.997416021,0.999436259,0.999991866,X1O2NoCyA vs X19O2NoCyA,Inflammatory Bowel Disease
(KEGG) Systemic lupus erythematosus,0.404069767,0.766262489,NA,NA,NA,NA,0.766262489,0.999991866,X1O2NoCyA vs X19O2NoCyA,Systemic Lupus Erythematosus
(KEGG) Rheumatoid arthritis,0.31626506,0.697577544,0.688679245,1,NA,NA,0.697577544,0.999991866,X1O2NoCyA vs X19O2NoCyA,Rheumatoid Arthritis
(KEGG) Allograft rejection,0.008027974,0.166446652,0.005743254,0.116013726,0.516034985,0.997416021,0.642599489,0.999991866,X1O2NoCyA vs X19O2NoCyA,Allograft Rejection
(KEGG) Graft-versus-host disease,0.236923077,0.660124743,0.002340263,0.059091644,0.997416021,0.997416021,0.829132227,0.999991866,X1O2NoCyA vs X19O2NoCyA,Graft-Versus-Host Disease
(KEGG) Hypertrophic cardiomyopathy,0.411575563,0.766262489,0.721485411,1,0.64527027,0.997416021,0.993632839,0.999991866,X1O2NoCyA vs X19O2NoCyA,Hypertrophic Cardiomyopathy
(KEGG) Arrhythmogenic right ventricular cardiomyopathy,0.444767442,0.788551229,0.281481481,0.987727709,NA,NA,0.984481783,0.999991866,X1O2NoCyA vs X19O2NoCyA,Arrhythmogenic Right Ventricular Cardiomyopathy
(KEGG) Dilated cardiomyopathy,0.516528926,0.825116599,0.90797546,1,0.424390244,0.997416021,0.995836428,0.999991866,X1O2NoCyA vs X19O2NoCyA,Dilated Cardiomyopathy
(KEGG) Viral myocarditis,0.58,0.832033196,0.082111437,0.578599195,0.3081571,0.997416021,0.988829696,0.999991866,X1O2NoCyA vs X19O2NoCyA,Viral Myocarditis
(KEGG) Fluid shear stress and atherosclerosis,0.111842105,0.582741617,0.936997319,1,0.06617702,0.997416021,0.983209119,0.999991866,X1O2NoCyA vs X19O2NoCyA,Fluid Shear Stress And Atherosclerosis
"(KEGG) Valine, leucine and isoleucine biosynthesis",NA,NA,NA,NA,NA,NA,NA,NA,X1O2NoCyA vs X19O2NoCyA,"Valine, Leucine And Isoleucine Biosynthesis"
(KEGG) D-Arginine and D-ornithine metabolism,NA,NA,NA,NA,NA,NA,NA,NA,X1O2NoCyA vs X19O2NoCyA,D-Arginine And D-Ornithine Metabolism
"(KEGG) Neomycin, kanamycin and gentamicin biosynthesis",NA,NA,NA,NA,NA,NA,NA,NA,X1O2NoCyA vs X19O2NoCyA,"Neomycin, Kanamycin And Gentamicin Biosynthesis"
(KEGG) Protein digestion and absorption,NA,NA,NA,NA,NA,NA,NA,NA,X1O2NoCyA vs X19O2NoCyA,Protein Digestion And Absorption
(KEGG) Nicotine addiction,NA,NA,NA,NA,NA,NA,NA,NA,X1O2NoCyA vs X19O2NoCyA,Nicotine Addiction
(KEGG) Glycolysis / Gluconeogenesis,2.90E-11,9.02E-09,0.000204049,0.007728361,0.423116615,0.995535714,0.000848211,0.131896766,X19O2NoCyA - X1O2PlusCyA,Glycolysis / Gluconeogenesis
(KEGG) Citrate cycle (TCA cycle),0.609075044,0.849427527,0.006262512,0.090359097,0.635989011,0.995535714,0.908865476,0.999994885,X19O2NoCyA - X1O2PlusCyA,Citrate Cycle (Tca Cycle)
(KEGG) Pentose phosphate pathway,0.148984199,0.532575699,0.319379845,0.593693822,0.21307779,0.995535714,0.954839177,0.999994885,X19O2NoCyA - X1O2PlusCyA,Pentose Phosphate Pathway
(KEGG) Pentose and glucuronate interconversions,0.559210526,0.832126668,0.326732673,0.594164248,NA,NA,0.802099913,0.999994885,X19O2NoCyA - X1O2PlusCyA,Pentose And Glucuronate Interconversions
(KEGG) Fructose and mannose metabolism,3.79E-05,0.001964755,0.000182855,0.007728361,0.882002384,0.995535714,0.060169451,0.999994885,X19O2NoCyA - X1O2PlusCyA,Fructose And Mannose Metabolism
(KEGG) Galactose metabolism,0.151982379,0.534082704,0.010888773,0.13747076,0.406885759,0.995535714,0.823478452,0.999994885,X19O2NoCyA - X1O2PlusCyA,Galactose Metabolism
(KEGG) Ascorbate and aldarate metabolism,0.083003953,0.397141988,0.332648871,0.594164248,NA,NA,0.493658357,0.999994885,X19O2NoCyA - X1O2PlusCyA,Ascorbate And Aldarate Metabolism
(KEGG) Fatty acid biosynthesis,0.82,0.952217883,0.022766219,0.209178112,0.258953168,0.995535714,0.977502681,0.999994885,X19O2NoCyA - X1O2PlusCyA,Fatty Acid Biosynthesis
(KEGG) Fatty acid elongation,0.529545455,0.807297237,0.047021944,0.254422302,0.468319559,0.995535714,0.948380636,0.999994885,X19O2NoCyA - X1O2PlusCyA,Fatty Acid Elongation
(KEGG) Fatty acid degradation,0.941451991,0.990955278,3.22E-06,0.000325132,0.672376874,0.995535714,0.817469092,0.999994885,X19O2NoCyA - X1O2PlusCyA,Fatty Acid Degradation
(KEGG) Synthesis and degradation of ketone bodies,0.602620087,0.848030983,0.272131148,0.557133363,0.019389043,0.777108434,0.867940309,0.999994885,X19O2NoCyA - X1O2PlusCyA,Synthesis And Degradation Of Ketone Bodies
(KEGG) Steroid biosynthesis,0.881944444,0.978234416,0.039308176,0.238207547,0.983471074,0.995535714,0.988211365,0.999994885,X19O2NoCyA - X1O2PlusCyA,Steroid Biosynthesis
(KEGG) Primary bile acid biosynthesis,0.936819172,0.990955278,0.02107166,0.209178112,NA,NA,0.864159941,0.999994885,X19O2NoCyA - X1O2PlusCyA,Primary Bile Acid Biosynthesis
(KEGG) Ubiquinone and other terpenoid-quinone biosynthesis,0.912854031,0.985024075,0.679671458,0.821272288,NA,NA,0.985578748,0.999994885,X19O2NoCyA - X1O2PlusCyA,Ubiquinone And Other Terpenoid-Quinone Biosynthesis
(KEGG) Steroid hormone biosynthesis,0.053571429,0.309511962,0.0115325,0.139773899,NA,NA,0.132164525,0.999994885,X19O2NoCyA - X1O2PlusCyA,Steroid Hormone Biosynthesis
(KEGG) Oxidative phosphorylation,0.218150087,0.607631307,0.10459588,0.364282201,0.565934066,0.995535714,0.928809882,0.999994885,X19O2NoCyA - X1O2PlusCyA,Oxidative Phosphorylation
(KEGG) Arginine biosynthesis,0.291111111,0.64668254,0.07704918,0.322936776,NA,NA,0.476564954,0.999994885,X19O2NoCyA - X1O2PlusCyA,Arginine Biosynthesis
(KEGG) Purine metabolism,0.054736842,0.309511962,0.976090014,0.991451787,0.833510074,0.995535714,0.995329693,0.999994885,X19O2NoCyA - X1O2PlusCyA,Purine Metabolism
(KEGG) Caffeine metabolism,0.128458498,0.489600887,0.65631068,0.814954276,NA,NA,0.730837288,0.999994885,X19O2NoCyA - X1O2PlusCyA,Caffeine Metabolism
(KEGG) Pyrimidine metabolism,0.849823322,0.958391356,0.024773605,0.220646819,0.13416009,0.987311178,0.967576735,0.999994885,X19O2NoCyA - X1O2PlusCyA,Pyrimidine Metabolism
"(KEGG) Alanine, aspartate and glutamate metabolism",0.074492099,0.379787588,0.042253521,0.246208017,0.356807512,0.995535714,0.825522041,0.999994885,X19O2NoCyA - X1O2PlusCyA,"Alanine, Aspartate And Glutamate Metabolism"
"(KEGG) Glycine, serine and threonine metabolism",0.000379,0.010715355,0.015609439,0.168916424,0.470149254,0.995535714,0.355018376,0.999994885,X19O2NoCyA - X1O2PlusCyA,"Glycine, Serine And Threonine Metabolism"
(KEGG) Cysteine and methionine metabolism,0.016747925,0.157836505,0.140060241,0.425852982,0.579710145,0.995535714,0.79457649,0.999994885,X19O2NoCyA - X1O2PlusCyA,Cysteine And Methionine Metabolism
"(KEGG) Valine, leucine and isoleucine degradation",0.00515333,0.08249852,0.000124101,0.006267099,0.892857143,0.995535714,0.23163375,0.999994885,X19O2NoCyA - X1O2PlusCyA,"Valine, Leucine And Isoleucine Degradation"
(KEGG) Lysine degradation,0.449438202,0.770345506,0.007134855,0.097766275,0.206653226,0.995535714,0.882890211,0.999994885,X19O2NoCyA - X1O2PlusCyA,Lysine Degradation
(KEGG) Arginine and proline metabolism,0.005305371,0.08249852,0.000269923,0.009087404,0.285447761,0.995535714,0.256005881,0.999994885,X19O2NoCyA - X1O2PlusCyA,Arginine And Proline Metabolism
(KEGG) Histidine metabolism,0.029993703,0.241647242,0.022677738,0.209178112,NA,NA,0.142774625,0.999994885,X19O2NoCyA - X1O2PlusCyA,Histidine Metabolism
(KEGG) Tyrosine metabolism,0.405092593,0.763538159,0.680327869,0.821272288,NA,NA,0.876610599,0.999994885,X19O2NoCyA - X1O2PlusCyA,Tyrosine Metabolism
(KEGG) Phenylalanine metabolism,0.364628821,0.726920278,0.78317757,0.898874257,NA,NA,0.907982482,0.999994885,X19O2NoCyA - X1O2PlusCyA,Phenylalanine Metabolism
(KEGG) Tryptophan metabolism,0.115124153,0.471100154,0.051724138,0.260625379,0.672376874,0.995535714,0.863779486,0.999994885,X19O2NoCyA - X1O2PlusCyA,Tryptophan Metabolism
"(KEGG) Phenylalanine, tyrosine and tryptophan biosynthesis",0.578494624,0.840982744,0.843283582,0.932207401,NA,NA,0.960911294,0.999994885,X19O2NoCyA - X1O2PlusCyA,"Phenylalanine, Tyrosine And Tryptophan Biosynthesis"
(KEGG) beta-Alanine metabolism,0.006687538,0.090427149,0.004717259,0.086452761,0.672376874,0.995535714,0.480135575,0.999994885,X19O2NoCyA - X1O2PlusCyA,Beta-Alanine Metabolism
(KEGG) Taurine and hypotaurine metabolism,0.112962963,0.468419753,0.63449692,0.814954276,NA,NA,0.718282921,0.999994885,X19O2NoCyA - X1O2PlusCyA,Taurine And Hypotaurine Metabolism
(KEGG) Phosphonate and phosphinate metabolism,0.637218045,0.861629618,0.440298507,0.687216052,0.011400826,0.735353273,0.898473449,0.999994885,X19O2NoCyA - X1O2PlusCyA,Phosphonate And Phosphinate Metabolism
(KEGG) Selenocompound metabolism,0.596069869,0.846495718,0.163934426,0.439576382,0.659340659,0.995535714,0.97787075,0.999994885,X19O2NoCyA - X1O2PlusCyA,Selenocompound Metabolism
(KEGG) D-Glutamine and D-glutamate metabolism,0.219924812,0.607631307,0.259328358,0.549158527,NA,NA,0.610452883,0.999994885,X19O2NoCyA - X1O2PlusCyA,D-Glutamine And D-Glutamate Metabolism
(KEGG) Glutathione metabolism,0.606407323,0.849427527,0.603395062,0.798378619,0.669421488,0.995535714,0.995189847,0.999994885,X19O2NoCyA - X1O2PlusCyA,Glutathione Metabolism
(KEGG) Starch and sucrose metabolism,0.015600541,0.156508651,0.005331124,0.086452761,0.326328801,0.995535714,0.555773078,0.999994885,X19O2NoCyA - X1O2PlusCyA,Starch And Sucrose Metabolism
(KEGG) N-Glycan biosynthesis,0.000307317,0.009557556,0.077160494,0.322936776,0.944903581,0.995535714,0.456782113,0.999994885,X19O2NoCyA - X1O2PlusCyA,N-Glycan Biosynthesis
(KEGG) Mucin type O-glycan biosynthesis,0.101321586,0.437652961,0.004751132,0.086452761,NA,NA,0.141255454,0.999994885,X19O2NoCyA - X1O2PlusCyA,Mucin Type O-Glycan Biosynthesis
(KEGG) Various types of N-glycan biosynthesis,0.276169265,0.64561709,0.592400691,0.792221737,NA,NA,0.799492104,0.999994885,X19O2NoCyA - X1O2PlusCyA,Various Types Of N-Glycan Biosynthesis
(KEGG) Mannose type O-glycan biosynthesis,0.810126582,0.950752329,0.242718447,0.532925285,NA,NA,0.890032576,0.999994885,X19O2NoCyA - X1O2PlusCyA,Mannose Type O-Glycan Biosynthesis
(KEGG) Amino sugar and nucleotide sugar metabolism,0.001861496,0.034054423,0.007421202,0.097766275,0.029797378,0.777108434,0.086858549,0.999994885,X19O2NoCyA - X1O2PlusCyA,Amino Sugar And Nucleotide Sugar Metabolism
(KEGG) Glycosaminoglycan degradation,0.064444444,0.351617934,0.450777202,0.687216052,NA,NA,0.530160564,0.999994885,X19O2NoCyA - X1O2PlusCyA,Glycosaminoglycan Degradation
(KEGG) Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate,0.039215686,0.295582421,0.846601942,0.932207401,NA,NA,0.7503175,0.999994885,X19O2NoCyA - X1O2PlusCyA,Glycosaminoglycan Biosynthesis - Chondroitin Sulfate / Dermatan Sulfate
(KEGG) Glycosaminoglycan biosynthesis - heparan sulfate / heparin,0.380851064,0.735681248,NA,NA,NA,NA,0.735681248,0.999994885,X19O2NoCyA - X1O2PlusCyA,Glycosaminoglycan Biosynthesis - Heparan Sulfate / Heparin
(KEGG) Glycerolipid metabolism,0.526408451,0.806468119,0.030110935,0.228090333,0.804529201,0.995535714,0.942810297,0.999994885,X19O2NoCyA - X1O2PlusCyA,Glycerolipid Metabolism
(KEGG) Inositol phosphate metabolism,0.120658135,0.481085642,0.156661786,0.439576382,0.044375645,0.900496477,0.734465494,0.999994885,X19O2NoCyA - X1O2PlusCyA,Inositol Phosphate Metabolism
(KEGG) Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,0.824200913,0.952886558,0.800429185,0.904962847,NA,NA,0.982567137,0.999994885,X19O2NoCyA - X1O2PlusCyA,Glycosylphosphatidylinositol (Gpi)-Anchor Biosynthesis
(KEGG) Glycerophospholipid metabolism,0.797802198,0.947009479,0.517857143,0.740956854,0.726477024,0.995535714,0.997569347,0.999994885,X19O2NoCyA - X1O2PlusCyA,Glycerophospholipid Metabolism
(KEGG) Ether lipid metabolism,0.889087657,0.980518657,0.635933806,0.814954276,NA,NA,0.981854875,0.999994885,X19O2NoCyA - X1O2PlusCyA,Ether Lipid Metabolism
(KEGG) Arachidonic acid metabolism,0.989528796,0.995889603,0.816925734,0.91003124,0.815845824,0.995535714,0.999930431,0.999994885,X19O2NoCyA - X1O2PlusCyA,Arachidonic Acid Metabolism
(KEGG) Linoleic acid metabolism,0.814814815,0.952217883,NA,NA,NA,NA,0.952217883,0.999994885,X19O2NoCyA - X1O2PlusCyA,Linoleic Acid Metabolism
(KEGG) alpha-Linolenic acid metabolism,0.85745614,0.962703464,0.037383178,0.234958232,NA,NA,0.7733052,0.999994885,X19O2NoCyA - X1O2PlusCyA,Alpha-Linolenic Acid Metabolism
(KEGG) Sphingolipid metabolism,0.276292335,0.64561709,0.982315113,0.991451787,0.289835165,0.995535714,0.999039092,0.999994885,X19O2NoCyA - X1O2PlusCyA,Sphingolipid Metabolism
(KEGG) Glycosphingolipid biosynthesis - lacto and neolacto series,0.989051095,0.995889603,NA,NA,NA,NA,0.995889603,0.999994885,X19O2NoCyA - X1O2PlusCyA,Glycosphingolipid Biosynthesis - Lacto And Neolacto Series
(KEGG) Glycosphingolipid biosynthesis - globo and isoglobo series,0.94953271,0.990955278,0.192523364,0.47815229,NA,NA,0.948734261,0.999994885,X19O2NoCyA - X1O2PlusCyA,Glycosphingolipid Biosynthesis - Globo And Isoglobo Series
(KEGG) Glycosphingolipid biosynthesis - ganglio series,0.758928571,0.925595238,0.157009346,0.439576382,NA,NA,0.819477066,0.999994885,X19O2NoCyA - X1O2PlusCyA,Glycosphingolipid Biosynthesis - Ganglio Series
(KEGG) Pyruvate metabolism,0.022701589,0.206179744,0.025487256,0.220646819,0.960648148,0.995535714,0.723005869,0.999994885,X19O2NoCyA - X1O2PlusCyA,Pyruvate Metabolism
(KEGG) Glyoxylate and dicarboxylate metabolism,0.552272727,0.825753934,0.091338583,0.350323931,0.867768595,0.995535714,0.966297088,0.999994885,X19O2NoCyA - X1O2PlusCyA,Glyoxylate And Dicarboxylate Metabolism
(KEGG) Propanoate metabolism,0.02943529,0.241647242,0.003552479,0.084953687,0.865315852,0.995535714,0.622668844,0.999994885,X19O2NoCyA - X1O2PlusCyA,Propanoate Metabolism
(KEGG) Butanoate metabolism,0.233480176,0.620924966,0.067610063,0.306487143,0.0030701,0.396042888,0.394941972,0.999994885,X19O2NoCyA - X1O2PlusCyA,Butanoate Metabolism
(KEGG) One carbon pool by folate,0.057268722,0.318045941,0.131280389,0.414702394,0.44111349,0.995535714,0.866943525,0.999994885,X19O2NoCyA - X1O2PlusCyA,One Carbon Pool By Folate
(KEGG) Thiamine metabolism,0.325481799,0.686893345,0.10880829,0.371399387,NA,NA,0.544734712,0.999994885,X19O2NoCyA - X1O2PlusCyA,Thiamine Metabolism
(KEGG) Riboflavin metabolism,0.90625,0.984662625,0.480373832,0.710015956,NA,NA,0.972544599,0.999994885,X19O2NoCyA - X1O2PlusCyA,Riboflavin Metabolism
(KEGG) Vitamin B6 metabolism,0.108510638,0.456037953,0.361940299,0.616111856,NA,NA,0.552001138,0.999994885,X19O2NoCyA - X1O2PlusCyA,Vitamin B6 Metabolism
(KEGG) Nicotinate and nicotinamide metabolism,0.500891266,0.786753453,0.63322884,0.814954276,0.498145859,0.995535714,0.993544874,0.999994885,X19O2NoCyA - X1O2PlusCyA,Nicotinate And Nicotinamide Metabolism
(KEGG) Pantothenate and CoA biosynthesis,0.965137615,0.995889603,0.045901639,0.252876304,0.630672926,0.995535714,0.995990798,0.999994885,X19O2NoCyA - X1O2PlusCyA,Pantothenate And Coa Biosynthesis
(KEGG) Biotin metabolism,0.965714286,0.995889603,NA,NA,NA,NA,0.995889603,0.999994885,X19O2NoCyA - X1O2PlusCyA,Biotin Metabolism
(KEGG) Lipoic acid metabolism,0.883870968,0.978234416,0.041067762,0.24399082,NA,NA,0.825609195,0.999994885,X19O2NoCyA - X1O2PlusCyA,Lipoic Acid Metabolism
(KEGG) Folate biosynthesis,0.155515371,0.534082704,0.659090909,0.814954276,0.766595289,0.995535714,0.981076468,0.999994885,X19O2NoCyA - X1O2PlusCyA,Folate Biosynthesis
(KEGG) Retinol metabolism,0.841240876,0.954839096,0.089810017,0.348877375,NA,NA,0.822001999,0.999994885,X19O2NoCyA - X1O2PlusCyA,Retinol Metabolism
(KEGG) Porphyrin and chlorophyll metabolism,0.421532847,0.770345506,0.151712887,0.433669857,NA,NA,0.657310656,0.999994885,X19O2NoCyA - X1O2PlusCyA,Porphyrin And Chlorophyll Metabolism
(KEGG) Terpenoid backbone biosynthesis,0.915343915,0.985024075,0.14600551,0.425852982,0.062043796,0.941605839,0.979859384,0.999994885,X19O2NoCyA - X1O2PlusCyA,Terpenoid Backbone Biosynthesis
