Contrast,Pathway,FDR,Method,negativelog10FDR
X19O2NoCyA - X1O2NoCyA,Cytosolic DNA-sensing pathway,0.919234286,Proteomics,0.036573786
X19O2NoCyA - X1O2NoCyA,Transcriptional misregulation in cancer,0.919234286,Proteomics,0.036573786
X19O2NoCyA - X1O2NoCyA,Pathogenic Escherichia coli infection,0.919640525,Proteomics,0.036381899
X19O2NoCyA - X1O2NoCyA,Fat digestion and absorption,0.919640525,Proteomics,0.036381899
X19O2NoCyA - X1O2NoCyA,Complement and coagulation cascades,0.919640525,Proteomics,0.036381899
X19O2NoCyA - X1O2NoCyA,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,0.924216991,Proteomics,0.034226051
X19O2NoCyA - X1O2NoCyA,cGMP-PKG signaling pathway,0.926087886,Proteomics,0.033347797
X19O2NoCyA - X1O2NoCyA,Tyrosine metabolism,0.926087886,Proteomics,0.033347797
X19O2NoCyA - X1O2NoCyA,Gap junction,0.926087886,Proteomics,0.033347797
X19O2NoCyA - X1O2NoCyA,p53 signaling pathway,0.928188045,Proteomics,0.03236403
X19O2NoCyA - X1O2NoCyA,Chemokine signaling pathway,0.928188045,Proteomics,0.03236403
X19O2NoCyA - X1O2NoCyA,T cell receptor signaling pathway,0.928188045,Proteomics,0.03236403
X19O2NoCyA - X1O2NoCyA,Fc epsilon RI signaling pathway,0.93264437,Proteomics,0.030283927
X19O2NoCyA - X1O2NoCyA,Adherens junction,0.93264437,Proteomics,0.030283927
X19O2NoCyA - X1O2NoCyA,Insulin secretion,0.946319269,Proteomics,0.023962317
X19O2NoCyA - X1O2NoCyA,Phenylalanine metabolism,0.946326517,Proteomics,0.02395899
X19O2NoCyA - X1O2NoCyA,Vitamin digestion and absorption,0.949739961,Proteomics,0.022395289
X19O2NoCyA - X1O2NoCyA,Sulfur metabolism,0.951769676,Proteomics,0.021468136
X19O2NoCyA - X1O2NoCyA,EGFR tyrosine kinase inhibitor resistance,0.951769676,Proteomics,0.021468136
X19O2NoCyA - X1O2NoCyA,MAPK signaling pathway,0.951769676,Proteomics,0.021468136
X19O2NoCyA - X1O2NoCyA,Proximal tubule bicarbonate reclamation,0.951769676,Proteomics,0.021468136
X19O2NoCyA - X1O2NoCyA,Ether lipid metabolism,0.956905659,Proteomics,0.019130877
X19O2NoCyA - X1O2NoCyA,Protein export,0.96269662,Proteomics,0.016510553
X19O2NoCyA - X1O2NoCyA,Antigen processing and presentation,0.96269662,Proteomics,0.016510553
X19O2NoCyA - X1O2NoCyA,Ubiquinone and other terpenoid-quinone biosynthesis,0.96269662,Proteomics,0.016510553
X19O2NoCyA - X1O2NoCyA,Thyroid hormone signaling pathway,0.96269662,Proteomics,0.016510553
X19O2NoCyA - X1O2NoCyA,Phospholipase D signaling pathway,0.96269662,Proteomics,0.016510553
X19O2NoCyA - X1O2NoCyA,Bladder cancer,0.96269662,Proteomics,0.016510553
X19O2NoCyA - X1O2NoCyA,Yersinia infection,0.96269662,Proteomics,0.016510553
X19O2NoCyA - X1O2NoCyA,Acute myeloid leukemia,0.96269662,Proteomics,0.016510553
X19O2NoCyA - X1O2NoCyA,Viral protein interaction with cytokine and cytokine receptor,0.96269662,Proteomics,0.016510553
X19O2NoCyA - X1O2NoCyA,Arginine biosynthesis,0.96269662,Proteomics,0.016510553
X19O2NoCyA - X1O2NoCyA,Sulfur relay system,0.96269662,Proteomics,0.016510553
X19O2NoCyA - X1O2NoCyA,Glycerophospholipid metabolism,0.96269662,Proteomics,0.016510553
X19O2NoCyA - X1O2NoCyA,Necroptosis,0.96269662,Proteomics,0.016510553
X19O2NoCyA - X1O2NoCyA,Antifolate resistance,0.96269662,Proteomics,0.016510553
X19O2NoCyA - X1O2NoCyA,TNF signaling pathway,0.96269662,Proteomics,0.016510553
X19O2NoCyA - X1O2NoCyA,Colorectal cancer,0.96269662,Proteomics,0.016510553
X19O2NoCyA - X1O2NoCyA,Neutrophil extracellular trap formation,0.96269662,Proteomics,0.016510553
X19O2NoCyA - X1O2NoCyA,Proteoglycans in cancer,0.96269662,Proteomics,0.016510553
X19O2NoCyA - X1O2NoCyA,2-Oxocarboxylic acid metabolism,0.96269662,Proteomics,0.016510553
X19O2NoCyA - X1O2NoCyA,Longevity regulating pathway - multiple species,0.96346994,Proteomics,0.016161831
X19O2NoCyA - X1O2NoCyA,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,0.96346994,Proteomics,0.016161831
X19O2NoCyA - X1O2NoCyA,VEGF signaling pathway,0.96346994,Proteomics,0.016161831
X19O2NoCyA - X1O2NoCyA,"Phenylalanine, tyrosine and tryptophan biosynthesis",0.96346994,Proteomics,0.016161831
X19O2NoCyA - X1O2NoCyA,mTOR signaling pathway,0.970166655,Proteomics,0.013153656
X19O2NoCyA - X1O2NoCyA,Fc gamma R-mediated phagocytosis,0.970166655,Proteomics,0.013153656
X19O2NoCyA - X1O2NoCyA,Leukocyte transendothelial migration,0.970166655,Proteomics,0.013153656
X19O2NoCyA - X1O2NoCyA,Prion disease,0.970166655,Proteomics,0.013153656
X19O2NoCyA - X1O2NoCyA,Viral carcinogenesis,0.970166655,Proteomics,0.013153656
X19O2NoCyA - X1O2NoCyA,Gastric cancer,0.970166655,Proteomics,0.013153656
X19O2NoCyA - X1O2NoCyA,Prolactin signaling pathway,0.970166655,Proteomics,0.013153656
X19O2NoCyA - X1O2NoCyA,Allograft rejection,0.970166655,Proteomics,0.013153656
X19O2NoCyA - X1O2NoCyA,Graft-versus-host disease,0.970166655,Proteomics,0.013153656
X19O2NoCyA - X1O2NoCyA,Insulin resistance,0.978149197,Proteomics,0.009594897
X19O2NoCyA - X1O2NoCyA,Cardiac muscle contraction,0.978514975,Proteomics,0.009432524
X19O2NoCyA - X1O2NoCyA,Taste transduction,0.978514975,Proteomics,0.009432524
X19O2NoCyA - X1O2NoCyA,TGF-beta signaling pathway,0.978514975,Proteomics,0.009432524
X19O2NoCyA - X1O2NoCyA,Phosphonate and phosphinate metabolism,0.981099677,Proteomics,0.008286867
X19O2NoCyA - X1O2NoCyA,Type I diabetes mellitus,0.987822378,Proteomics,0.00532114
X19O2NoCyA - X1O2NoCyA,GnRH secretion,0.990484435,Proteomics,0.004152345
X19O2NoCyA - X1O2NoCyA,Histidine metabolism,0.990484435,Proteomics,0.004152345
X19O2NoCyA - X1O2NoCyA,Regulation of lipolysis in adipocytes,0.991900161,Proteomics,0.003532039
X19O2NoCyA - X1O2PlusCyA,Coronavirus disease - COVID-19,2.31E-14,Proteomics,13.63624224
X19O2NoCyA - X1O2PlusCyA,Ribosome,3.07E-13,Proteomics,12.51285572
X19O2NoCyA - X1O2PlusCyA,Fatty acid degradation,6.92E-07,Proteomics,6.160186796
X19O2NoCyA - X1O2PlusCyA,"Valine, leucine and isoleucine degradation",1.08E-06,Proteomics,5.968120038
X19O2NoCyA - X1O2PlusCyA,Fructose and mannose metabolism,3.17E-05,Proteomics,4.499534927
X19O2NoCyA - X1O2PlusCyA,Glycolysis / Gluconeogenesis,0.000253253,Proteomics,3.596445474
X19O2NoCyA - X1O2PlusCyA,beta-Alanine metabolism,0.000917621,Proteomics,3.03733682
X19O2NoCyA - X1O2PlusCyA,Peroxisome,0.002970119,Proteomics,2.527226089
X19O2NoCyA - X1O2PlusCyA,"Glycine, serine and threonine metabolism",0.002970119,Proteomics,2.527226089
X19O2NoCyA - X1O2PlusCyA,PPAR signaling pathway,0.006792811,Proteomics,2.167950477
X19O2NoCyA - X1O2PlusCyA,Citrate cycle (TCA cycle),0.010640691,Proteomics,1.973030169
X19O2NoCyA - X1O2PlusCyA,Oxidative phosphorylation,0.011260839,Proteomics,1.94842925
X19O2NoCyA - X1O2PlusCyA,Butanoate metabolism,0.015425596,Proteomics,1.811758046
X19O2NoCyA - X1O2PlusCyA,"Neomycin, kanamycin and gentamicin biosynthesis",0.016664816,Proteomics,1.778199468
X19O2NoCyA - X1O2PlusCyA,Propanoate metabolism,0.025399716,Proteomics,1.595171133
X19O2NoCyA - X1O2PlusCyA,Starch and sucrose metabolism,0.025399716,Proteomics,1.595171133
X19O2NoCyA - X1O2PlusCyA,Central carbon metabolism in cancer,0.036834824,Proteomics,1.433741404
X19O2NoCyA - X1O2PlusCyA,Aminoacyl-tRNA biosynthesis,0.037826519,Proteomics,1.422203625
X19O2NoCyA - X1O2PlusCyA,Steroid biosynthesis,0.050165267,Proteomics,1.299596872
X19O2NoCyA - X1O2PlusCyA,Histidine metabolism,0.059472073,Proteomics,1.225686927
X19O2NoCyA - X1O2PlusCyA,Mucin type O-glycan biosynthesis,0.066134348,Proteomics,1.179572922
X19O2NoCyA - X1O2PlusCyA,Metabolic pathways,0.067604987,Proteomics,1.170021263
X19O2NoCyA - X1O2PlusCyA,Pyruvate metabolism,0.071942747,Proteomics,1.143012986
X19O2NoCyA - X1O2PlusCyA,HIF-1 signaling pathway,0.09039216,Proteomics,1.043869235
X19O2NoCyA - X1O2PlusCyA,Vibrio cholerae infection,0.097793036,Proteomics,1.009692069
X19O2NoCyA - X1O2PlusCyA,Amino sugar and nucleotide sugar metabolism,0.131213053,Proteomics,0.88202296
X19O2NoCyA - X1O2PlusCyA,Tryptophan metabolism,0.132736208,Proteomics,0.877010595
X19O2NoCyA - X1O2PlusCyA,Chemical carcinogenesis - reactive oxygen species,0.133197279,Proteomics,0.875504647
X19O2NoCyA - X1O2PlusCyA,Protein processing in endoplasmic reticulum,0.133197279,Proteomics,0.875504647
X19O2NoCyA - X1O2PlusCyA,Proteasome,0.145333476,Proteomics,0.837634339
X19O2NoCyA - X1O2PlusCyA,Ribosome biogenesis in eukaryotes,0.193596011,Proteomics,0.713103594
X19O2NoCyA - X1O2PlusCyA,Galactose metabolism,0.196515363,Proteomics,0.706603492
X19O2NoCyA - X1O2PlusCyA,Lysine degradation,0.213994124,Proteomics,0.669598151
X19O2NoCyA - X1O2PlusCyA,Glycerolipid metabolism,0.221810709,Proteomics,0.65401749
X19O2NoCyA - X1O2PlusCyA,Cell cycle,0.221810709,Proteomics,0.65401749
X19O2NoCyA - X1O2PlusCyA,Vitamin B6 metabolism,0.221810709,Proteomics,0.65401749
X19O2NoCyA - X1O2PlusCyA,Glucagon signaling pathway,0.221810709,Proteomics,0.65401749
X19O2NoCyA - X1O2PlusCyA,Tuberculosis,0.222379092,Proteomics,0.652906047
X19O2NoCyA - X1O2PlusCyA,Porphyrin metabolism,0.240097667,Proteomics,0.61961206
X19O2NoCyA - X1O2PlusCyA,Type II diabetes mellitus,0.26110179,Proteomics,0.583190152
X19O2NoCyA - X1O2PlusCyA,Lipoic acid metabolism,0.26110179,Proteomics,0.583190152
X19O2NoCyA - X1O2PlusCyA,Drug metabolism - other enzymes,0.263634117,Proteomics,0.578998388
X19O2NoCyA - X1O2PlusCyA,Rheumatoid arthritis,0.263634117,Proteomics,0.578998388
X19O2NoCyA - X1O2PlusCyA,alpha-Linolenic acid metabolism,0.263634117,Proteomics,0.578998388
X19O2NoCyA - X1O2PlusCyA,Adipocytokine signaling pathway,0.263634117,Proteomics,0.578998388
X19O2NoCyA - X1O2PlusCyA,Carbon metabolism,0.263634117,Proteomics,0.578998388
X19O2NoCyA - X1O2PlusCyA,Thermogenesis,0.263634117,Proteomics,0.578998388
X19O2NoCyA - X1O2PlusCyA,Cell adhesion molecules,0.263634117,Proteomics,0.578998388
X19O2NoCyA - X1O2PlusCyA,Cocaine addiction,0.263634117,Proteomics,0.578998388
X19O2NoCyA - X1O2PlusCyA,Inositol phosphate metabolism,0.263634117,Proteomics,0.578998388
X19O2NoCyA - X1O2PlusCyA,Complement and coagulation cascades,0.263634117,Proteomics,0.578998388
X19O2NoCyA - X1O2PlusCyA,Protein digestion and absorption,0.263634117,Proteomics,0.578998388
X19O2NoCyA - X1O2PlusCyA,Phosphatidylinositol signaling system,0.290667247,Proteomics,0.536603903
X19O2NoCyA - X1O2PlusCyA,Steroid hormone biosynthesis,0.290667247,Proteomics,0.536603903
X19O2NoCyA - X1O2PlusCyA,SNARE interactions in vesicular transport,0.290667247,Proteomics,0.536603903
X19O2NoCyA - X1O2PlusCyA,Glyoxylate and dicarboxylate metabolism,0.290667247,Proteomics,0.536603903
X19O2NoCyA - X1O2PlusCyA,N-Glycan biosynthesis,0.306300749,Proteomics,0.513851941
X19O2NoCyA - X1O2PlusCyA,Arginine and proline metabolism,0.306300749,Proteomics,0.513851941
X19O2NoCyA - X1O2PlusCyA,Fatty acid elongation,0.306300749,Proteomics,0.513851941
X19O2NoCyA - X1O2PlusCyA,Staphylococcus aureus infection,0.306300749,Proteomics,0.513851941
X19O2NoCyA - X1O2PlusCyA,Progesterone-mediated oocyte maturation,0.314962589,Proteomics,0.501741029
X19O2NoCyA - X1O2PlusCyA,Biosynthesis of amino acids,0.314962589,Proteomics,0.501741029
X19O2NoCyA - X1O2PlusCyA,Influenza A,0.320788975,Proteomics,0.493780567
X19O2NoCyA - X1O2PlusCyA,Ovarian steroidogenesis,0.32894062,Proteomics,0.482882493
X19O2NoCyA - X1O2PlusCyA,Apoptosis,0.364019298,Proteomics,0.438875592
X19O2NoCyA - X1O2PlusCyA,Primary bile acid biosynthesis,0.376824771,Proteomics,0.423860556
X19O2NoCyA - X1O2PlusCyA,Ubiquitin mediated proteolysis,0.376824771,Proteomics,0.423860556
X19O2NoCyA - X1O2PlusCyA,Nucleotide excision repair,0.377792375,Proteomics,0.422746811
X19O2NoCyA - X1O2PlusCyA,"Alanine, aspartate and glutamate metabolism",0.404167915,Proteomics,0.393438166
X19O2NoCyA - X1O2PlusCyA,African trypanosomiasis,0.40675334,Proteomics,0.390668873
X19O2NoCyA - X1O2PlusCyA,Chronic myeloid leukemia,0.41978749,Proteomics,0.376970507
X19O2NoCyA - X1O2PlusCyA,PD-L1 expression and PD-1 checkpoint pathway in cancer,0.43828911,Proteomics,0.35823932
X19O2NoCyA - X1O2PlusCyA,Spliceosome,0.447146123,Proteomics,0.349550531
X19O2NoCyA - X1O2PlusCyA,Selenocompound metabolism,0.450099067,Proteomics,0.346691887
X19O2NoCyA - X1O2PlusCyA,Th1 and Th2 cell differentiation,0.450099067,Proteomics,0.346691887
X19O2NoCyA - X1O2PlusCyA,Retrograde endocannabinoid signaling,0.450099067,Proteomics,0.346691887
X19O2NoCyA - X1O2PlusCyA,Biosynthesis of cofactors,0.450619019,Proteomics,0.346190482
X19O2NoCyA - X1O2PlusCyA,Terpenoid backbone biosynthesis,0.450619019,Proteomics,0.346190482
X19O2NoCyA - X1O2PlusCyA,Kaposi sarcoma-associated herpesvirus infection,0.450619019,Proteomics,0.346190482
X19O2NoCyA - X1O2PlusCyA,Cholesterol metabolism,0.450619019,Proteomics,0.346190482
X19O2NoCyA - X1O2PlusCyA,Mitophagy - animal,0.450619019,Proteomics,0.346190482
X19O2NoCyA - X1O2PlusCyA,Fatty acid biosynthesis,0.450619019,Proteomics,0.346190482
X19O2NoCyA - X1O2PlusCyA,Epithelial cell signaling in Helicobacter pylori infection,0.456868778,Proteomics,0.34020852
X19O2NoCyA - X1O2PlusCyA,Glioma,0.474020123,Proteomics,0.324203221
X19O2NoCyA - X1O2PlusCyA,Human papillomavirus infection,0.475545953,Proteomics,0.32280751
X19O2NoCyA - X1O2PlusCyA,Fc epsilon RI signaling pathway,0.478212597,Proteomics,0.320378988
X19O2NoCyA - X1O2PlusCyA,Pyrimidine metabolism,0.478212597,Proteomics,0.320378988
X19O2NoCyA - X1O2PlusCyA,NF-kappa B signaling pathway,0.478212597,Proteomics,0.320378988
X19O2NoCyA - X1O2PlusCyA,Autophagy - animal,0.478212597,Proteomics,0.320378988
X19O2NoCyA - X1O2PlusCyA,Th17 cell differentiation,0.478212597,Proteomics,0.320378988
X19O2NoCyA - X1O2PlusCyA,Fatty acid metabolism,0.483564814,Proteomics,0.315545308
X19O2NoCyA - X1O2PlusCyA,Legionellosis,0.483564814,Proteomics,0.315545308
X19O2NoCyA - X1O2PlusCyA,Basal transcription factors,0.491355131,Proteomics,0.308604504
X19O2NoCyA - X1O2PlusCyA,Endocrine resistance,0.491355131,Proteomics,0.308604504
X19O2NoCyA - X1O2PlusCyA,Thyroid hormone signaling pathway,0.497124549,Proteomics,0.30353479
X19O2NoCyA - X1O2PlusCyA,Osteoclast differentiation,0.517223549,Proteomics,0.28632171
X19O2NoCyA - X1O2PlusCyA,Autoimmune thyroid disease,0.523904295,Proteomics,0.280748041
X19O2NoCyA - X1O2PlusCyA,cAMP signaling pathway,0.523904295,Proteomics,0.280748041
X19O2NoCyA - X1O2PlusCyA,Rap1 signaling pathway,0.523904295,Proteomics,0.280748041
X19O2NoCyA - X1O2PlusCyA,Non-small cell lung cancer,0.523904295,Proteomics,0.280748041
X19O2NoCyA - X1O2PlusCyA,Vasopressin-regulated water reabsorption,0.523904295,Proteomics,0.280748041
X19O2NoCyA - X1O2PlusCyA,Diabetic cardiomyopathy,0.523904295,Proteomics,0.280748041
X19O2NoCyA - X1O2PlusCyA,Proximal tubule bicarbonate reclamation,0.523904295,Proteomics,0.280748041
X19O2NoCyA - X1O2PlusCyA,Toxoplasmosis,0.525723651,Proteomics,0.279242485
X19O2NoCyA - X1O2PlusCyA,Estrogen signaling pathway,0.525723651,Proteomics,0.279242485
X19O2NoCyA - X1O2PlusCyA,Prostate cancer,0.525723651,Proteomics,0.279242485
X19O2NoCyA - X1O2PlusCyA,Notch signaling pathway,0.52718745,Proteomics,0.278034937
X19O2NoCyA - X1O2PlusCyA,"Growth hormone synthesis, secretion and action",0.52718745,Proteomics,0.278034937
X19O2NoCyA - X1O2PlusCyA,Melanoma,0.52718745,Proteomics,0.278034937
X19O2NoCyA - X1O2PlusCyA,Ascorbate and aldarate metabolism,0.52718745,Proteomics,0.278034937
X19O2NoCyA - X1O2PlusCyA,Pantothenate and CoA biosynthesis,0.52718745,Proteomics,0.278034937
X19O2NoCyA - X1O2PlusCyA,"Valine, leucine and isoleucine biosynthesis",0.52718745,Proteomics,0.278034937
X19O2NoCyA - X1O2PlusCyA,Biosynthesis of unsaturated fatty acids,0.52718745,Proteomics,0.278034937
X19O2NoCyA - X1O2PlusCyA,Small cell lung cancer,0.529678771,Proteomics,0.275987433
X19O2NoCyA - X1O2PlusCyA,IL-17 signaling pathway,0.529678771,Proteomics,0.275987433
X19O2NoCyA - X1O2PlusCyA,Neuroactive ligand-receptor interaction,0.529678771,Proteomics,0.275987433
X19O2NoCyA - X1O2PlusCyA,Biosynthesis of nucleotide sugars,0.533843265,Proteomics,0.272586232
X19O2NoCyA - X1O2PlusCyA,C-type lectin receptor signaling pathway,0.536052737,Proteomics,0.270792482
X19O2NoCyA - X1O2PlusCyA,Ras signaling pathway,0.536140366,Proteomics,0.270721494
X19O2NoCyA - X1O2PlusCyA,ABC transporters,0.537506268,Proteomics,0.269616467
X19O2NoCyA - X1O2PlusCyA,Calcium signaling pathway,0.540299059,Proteomics,0.267365789
X19O2NoCyA - X1O2PlusCyA,Insulin signaling pathway,0.543011494,Proteomics,0.265190978
X19O2NoCyA - X1O2PlusCyA,Alcoholic liver disease,0.549849471,Proteomics,0.259756188
X19O2NoCyA - X1O2PlusCyA,Alzheimer disease,0.549849471,Proteomics,0.259756188
X19O2NoCyA - X1O2PlusCyA,Platinum drug resistance,0.549849471,Proteomics,0.259756188
X19O2NoCyA - X1O2PlusCyA,Glycosphingolipid biosynthesis - ganglio series,0.549855059,Proteomics,0.259751775
X19O2NoCyA - X1O2PlusCyA,Hepatocellular carcinoma,0.549855059,Proteomics,0.259751775
X19O2NoCyA - X1O2PlusCyA,Retinol metabolism,0.551948753,Proteomics,0.258101243
X19O2NoCyA - X1O2PlusCyA,Glycosphingolipid biosynthesis - globo and isoglobo series,0.555965057,Proteomics,0.254952503
X19O2NoCyA - X1O2PlusCyA,Mismatch repair,0.555965057,Proteomics,0.254952503
X19O2NoCyA - X1O2PlusCyA,Inflammatory bowel disease,0.555965057,Proteomics,0.254952503
X19O2NoCyA - X1O2PlusCyA,Natural killer cell mediated cytotoxicity,0.555965057,Proteomics,0.254952503
X19O2NoCyA - X1O2PlusCyA,Phospholipase D signaling pathway,0.555965057,Proteomics,0.254952503
X19O2NoCyA - X1O2PlusCyA,Oocyte meiosis,0.555965057,Proteomics,0.254952503
X19O2NoCyA - X1O2PlusCyA,Primary immunodeficiency,0.560206194,Proteomics,0.251652094
X19O2NoCyA - X1O2PlusCyA,Glutathione metabolism,0.560206194,Proteomics,0.251652094
X19O2NoCyA - X1O2PlusCyA,GABAergic synapse,0.560206194,Proteomics,0.251652094
X19O2NoCyA - X1O2PlusCyA,Inflammatory mediator regulation of TRP channels,0.560206194,Proteomics,0.251652094
X19O2NoCyA - X1O2PlusCyA,Sphingolipid signaling pathway,0.560206194,Proteomics,0.251652094
X19O2NoCyA - X1O2PlusCyA,Toll-like receptor signaling pathway,0.572419578,Proteomics,0.242285521
X19O2NoCyA - X1O2PlusCyA,Regulation of lipolysis in adipocytes,0.574581433,Proteomics,0.240648412
X19O2NoCyA - X1O2PlusCyA,Apoptosis - multiple species,0.584552844,Proteomics,0.233176222
X19O2NoCyA - X1O2PlusCyA,Renin-angiotensin system,0.584552844,Proteomics,0.233176222
X19O2NoCyA - X1O2PlusCyA,Melanogenesis,0.585849202,Proteomics,0.232214157
X19O2NoCyA - X1O2PlusCyA,Nucleocytoplasmic transport,0.585849202,Proteomics,0.232214157
X19O2NoCyA - X1O2PlusCyA,Amoebiasis,0.587172106,Proteomics,0.231234584
X19O2NoCyA - X1O2PlusCyA,Relaxin signaling pathway,0.587172106,Proteomics,0.231234584
X19O2NoCyA - X1O2PlusCyA,Axon guidance,0.58718162,Proteomics,0.231227547
X19O2NoCyA - X1O2PlusCyA,Vitamin digestion and absorption,0.58718162,Proteomics,0.231227547
X19O2NoCyA - X1O2PlusCyA,Protein export,0.58718162,Proteomics,0.231227547
X19O2NoCyA - X1O2PlusCyA,GnRH signaling pathway,0.58718162,Proteomics,0.231227547
X19O2NoCyA - X1O2PlusCyA,Human cytomegalovirus infection,0.58718162,Proteomics,0.231227547
X19O2NoCyA - X1O2PlusCyA,Mannose type O-glycan biosynthesis,0.59247612,Proteomics,0.22732915
X19O2NoCyA - X1O2PlusCyA,Longevity regulating pathway,0.59247612,Proteomics,0.22732915
X19O2NoCyA - X1O2PlusCyA,Adrenergic signaling in cardiomyocytes,0.59247612,Proteomics,0.22732915
X19O2NoCyA - X1O2PlusCyA,Prion disease,0.59247612,Proteomics,0.22732915
X19O2NoCyA - X1O2PlusCyA,One carbon pool by folate,0.59247612,Proteomics,0.22732915
X19O2NoCyA - X1O2PlusCyA,Riboflavin metabolism,0.59247612,Proteomics,0.22732915
X19O2NoCyA - X1O2PlusCyA,Pathways of neurodegeneration - multiple diseases,0.59247612,Proteomics,0.22732915
X19O2NoCyA - X1O2PlusCyA,VEGF signaling pathway,0.59247612,Proteomics,0.22732915
X19O2NoCyA - X1O2PlusCyA,Shigellosis,0.592511518,Proteomics,0.227303203
X19O2NoCyA - X1O2PlusCyA,Fc gamma R-mediated phagocytosis,0.592906071,Proteomics,0.227014103
X19O2NoCyA - X1O2PlusCyA,Amphetamine addiction,0.592906071,Proteomics,0.227014103
X19O2NoCyA - X1O2PlusCyA,Pancreatic cancer,0.604584042,Proteomics,0.21854332
X19O2NoCyA - X1O2PlusCyA,Epstein-Barr virus infection,0.604584042,Proteomics,0.21854332
X19O2NoCyA - X1O2PlusCyA,Alcoholism,0.604584042,Proteomics,0.21854332
X19O2NoCyA - X1O2PlusCyA,Endocrine and other factor-regulated calcium reabsorption,0.604584042,Proteomics,0.21854332
X19O2NoCyA - X1O2PlusCyA,Hepatitis B,0.604584042,Proteomics,0.21854332
X19O2NoCyA - X1O2PlusCyA,Chagas disease,0.616593668,Proteomics,0.210000939
X19O2NoCyA - X1O2PlusCyA,Leukocyte transendothelial migration,0.616918208,Proteomics,0.209772412
X19O2NoCyA - X1O2PlusCyA,Amyotrophic lateral sclerosis,0.61878053,Proteomics,0.20846336
X19O2NoCyA - X1O2PlusCyA,Lipid and atherosclerosis,0.623275198,Proteomics,0.205320154
X19O2NoCyA - X1O2PlusCyA,Yersinia infection,0.623275198,Proteomics,0.205320154
X19O2NoCyA - X1O2PlusCyA,Wnt signaling pathway,0.623275198,Proteomics,0.205320154
X19O2NoCyA - X1O2PlusCyA,Drug metabolism - cytochrome P450,0.626845534,Proteomics,0.202839464
X19O2NoCyA - X1O2PlusCyA,Lysosome,0.632414046,Proteomics,0.198998493
X19O2NoCyA - X1O2PlusCyA,Viral protein interaction with cytokine and cytokine receptor,0.632715682,Proteomics,0.198791401
X19O2NoCyA - X1O2PlusCyA,Dilated cardiomyopathy,0.632715682,Proteomics,0.198791401
X19O2NoCyA - X1O2PlusCyA,"Parathyroid hormone synthesis, secretion and action",0.638286493,Proteomics,0.194984346
X19O2NoCyA - X1O2PlusCyA,Renin secretion,0.638286493,Proteomics,0.194984346
X19O2NoCyA - X1O2PlusCyA,Bile secretion,0.638286493,Proteomics,0.194984346
X19O2NoCyA - X1O2PlusCyA,Phototransduction,0.638286493,Proteomics,0.194984346
X19O2NoCyA - X1O2PlusCyA,Spinocerebellar ataxia,0.638286493,Proteomics,0.194984346
X19O2NoCyA - X1O2PlusCyA,Glutamatergic synapse,0.650361957,Proteomics,0.186844871
X19O2NoCyA - X1O2PlusCyA,Pentose and glucuronate interconversions,0.654361127,Proteomics,0.184182508
