"","ingroup_n","ingroupnames","ingroup_mean","outgroup_n","outgroup_mean","zscore","oddsratio","pvalue","BH_pvalue","SignedBH_pvalue","background_n","background_mean","Method","Pathway","Contrast","negativelog10pvalue","negativelog10FDR"
"Glycerolipid Metabolism",114,"AGK, TKFC, AKR1A1, GLA, GLYCTK, CEL, PNPLA2, LIPG, DGAT1, DGAT2, AGPAT5, LCLAT1, MGLL, ABHD16A, ALDH7A1, ALDH9A1, DGKA, LPIN1, LPIN3, PLPP5, PLPP1, PLPP3, LPIN2, AGPAT1, AGPAT2, AGPAT3, AGPAT4, GPAM, GK, AKR1B1, ALDH2, ALDH3A2, DGKH, DGKQ, DGKZ, DGKE, DGKD, DGKI",3.89082535850925,114,3.85634602517781,-0.0152345576360191,0.0344793333314453,0.909173970942861,0.999233677344947,NA,NA,NA,"Transcriptomics","Glycerolipid Metabolism","X19O2NoCyA - X1O2NoCyA",0.04135300633653,0.000332937285438734
"Inositol Phosphate Metabolism",198,"IPMK, PTEN, MINPP1, ITPK1, MTM1, PIK3C3, PIKFYVE, CDIPT, FIG4, INPP1, ISYNA1, IPPK, ALDH6A1, TPI1, INPP5E, INPP5A, PI4KA, PI4KB, PIP5KL1, MTMR14, PLCG1, PLCG2, PIK3CG, PIP4K2A, PIP4K2C, INPP5B, OCRL, SYNJ1, SYNJ2, INPP5J, INPP5K, ITPKB, ITPKC, INPP4A, IMPA1, IMPA2, PI4K2B, PI4K2A, PIP5K1C, PIP5K1A, PIP5K1B, MTMR8, MTMR1, MTMR3, MTMR2, MTMR6, MTMR7, MTMR4, PLCD3, PLCH1, PLCB1, PLCE1, PLCB2, PLCB3, PLCD1, PLCD4, PLCH2, PIK3CA, PIK3CB, PIK3CD, PIK3C2A, PIK3C2B, INPP5D, INPPL1, INPP5F, SACM1L",4.22138476968757,198,4.18917983492893,-0.0135383454093471,0.0322049347586413,0.892372715570522,0.999233677344947,NA,NA,NA,"Transcriptomics","Inositol Phosphate Metabolism","X19O2NoCyA - X1O2NoCyA",0.0494537168040583,0.000332937285438734
"Glycosylphosphatidylinositol (Gpi)-Anchor Biosynthesis",78,"DPM2, PIGQ, PIGP, PIGH, PIGC, PIGX, PIGU, PIGT, PIGS, PIGM, PIGF, PIGL, PIGK, PIGB, PGAP1, PIGN, PIGA, GPLD1, PIGO, PIGW, PIGV, PIGZ, PIGG, MPPE1, GPAA1, ERI1",4.04464090256785,78,4.05162933970688,0.00451773003561227,-0.00698843713902964,0.977457805559555,0.999233677344947,NA,NA,NA,"Transcriptomics","Glycosylphosphatidylinositol (Gpi)-Anchor Biosynthesis","X19O2NoCyA - X1O2NoCyA",0.00990198094812125,0.000332937285438734
"Glycerophospholipid Metabolism",201,"PTDSS2, PTDSS1, PCYT2, CDIPT, PHOSPHO1, GPD1, LCAT, GPCPD1, ADPRM, PSD, CARS, GNPAT, GPD2, PISD, PEMT, PGS1, CRLS1, LPCAT4, LPCAT3, CHPT1, CEPT1, DAD1, PLA2G6, DGKA, GDE1, AGPAT5, LCLAT1, EPT1, LYPLA1, LYPLA2, TAZ, LPGAT1, LPCAT1, PCYT1A, CHKA, CHKB, ETNK1, PLA2G4B, PLA2G1B, PLA2G12A, PLA2G10, PLA2G4C, JMJD7, DGKH, DGKQ, DGKZ, DGKE, DGKD, DGKI, LPIN1, LPIN3, PLPP5, PLPP1, PLPP3, LPIN2, PLD3, PLD2, AGPAT1, AGPAT2, AGPAT3, AGPAT4, GPAM, GPD1L, PNPLA6, PNPLA7, CDS2, PLA2G15",4.1275342734552,201,4.08406651525392,-0.0182258940828535,0.0434677582012704,0.855420252494003,0.999233677344947,NA,NA,NA,"Transcriptomics","Glycerophospholipid Metabolism","X19O2NoCyA - X1O2NoCyA",0.0678204718226376,0.000332937285438734
"Ether Lipid Metabolism",81,"AGPS, LPCAT4, TMEM189, TMEM86B, UGT8, CHPT1, CEPT1, EPT1, PAFAH1B1, PLA2G6, PLPP1, PLPP3, PAFAH1B2, PAFAH1B3, PAFAH2, PLA2G4B, PLA2G1B, PLA2G12A, PLA2G10, PLA2G4C, JMJD7, LPCAT1, UBE2V1, PLD3, PLD2, GDPD1, GDPD3",3.21130627712716,81,3.18629710748776,-0.00979825756316097,0.025009169639405,0.950213833597502,0.999233677344947,NA,NA,NA,"Transcriptomics","Ether Lipid Metabolism","X19O2NoCyA - X1O2NoCyA",0.0221786512359803,0.000332937285438734
"Arachidonic Acid Metabolism",72,"EPHX2, ALOX12B, CYP2U1, ALOX12, ALOX5, LTA4H, CBR1, CYP2E1, ALOX15, PTGS1, PLA2G6, PTGES2, PTGES3, GPX1, GPX2, GPX3, GPX7, PLA2G4B, PLA2G1B, PLA2G12A, PLA2G10, PLA2G4C, JMJD7, GGT1",2.1606014324827,72,2.14998182328188,-0.00396468981399741,0.0106196092008206,0.981035007778552,0.999233677344947,NA,NA,NA,"Transcriptomics","Arachidonic Acid Metabolism","X19O2NoCyA - X1O2NoCyA",0.00831549474668,0.000332937285438734
"Linoleic Acid Metabolism",27,"ALOX15, CYP2E1, PLA2G6, PLA2G4B, PLA2G1B, PLA2G12A, PLA2G10, PLA2G4C, JMJD7",0.966075101543254,27,0.959800366034315,-0.00469526303929505,0.00627473550893898,0.98630229856538,0.999233677344947,NA,NA,NA,"Transcriptomics","Linoleic Acid Metabolism","X19O2NoCyA - X1O2NoCyA",0.00598995475725725,0.000332937285438734
"Alpha-Linolenic Acid Metabolism",36,"FADS2, ACAA1, PLA2G6, DAD1, ACOX1, ACOX3, PLA2G4B, PLA2G1B, PLA2G12A, PLA2G10, PLA2G4C, JMJD7",2.51666145001825,36,2.51351654409349,-0.00133243734335766,0.00314490592476124,0.995494721007863,0.999233677344947,NA,NA,NA,"Transcriptomics","Alpha-Linolenic Acid Metabolism","X19O2NoCyA - X1O2NoCyA",0.00196103864333599,0.000332937285438734
"Sphingolipid Metabolism",123,"PSAP, ACER3, CERK, KDSR, UGCG, SGPL1, GALC, ARSA, B4GALNT1, GLA, UGT8, GLB1, SGPP1, SGPP2, ASAH1, ASAH2, SMPD1, SMPD2, SMPD3, SMPD4, NEU1, GBA, GBA2, B4GALT6, B4GALT5, CERS2, CERS4, CERS5, DEGS2, DEGS1, PLPP1, PLPP3, SPTLC1, SPTLC2, NEU3, ACER2, SPHK2, SGMS2, SGMS1, HEXA, HEXB",4.07713260751168,123,4.0327207837163,-0.0212235248399789,0.0444118237953841,0.867640689445432,0.999233677344947,NA,NA,NA,"Transcriptomics","Sphingolipid Metabolism","X19O2NoCyA - X1O2NoCyA",0.0616600892220949,0.000332937285438734
"Glycosphingolipid Biosynthesis - Lacto And Neolacto Series",54,"FUT4, B4GALT4, B4GALT3, B4GALT2, ST3GAL6, GCNT2, ST8SIA1, B4GALT1, B3GNT5, FUT3, ST3GAL3, ST3GAL4, A4GALT, FUT6, B3GNT2, B3GNT4, FUT1, FUT2",2.596862308392,54,2.58079979397799,-0.00716201665152551,0.016062514414017,0.970394946445499,0.999233677344947,NA,NA,NA,"Transcriptomics","Glycosphingolipid Biosynthesis - Lacto And Neolacto Series","X19O2NoCyA - X1O2NoCyA",0.0130514738238295,0.000332937285438734
"Glycosphingolipid Biosynthesis - Globo And Isoglobo Series",33,"NAGA, A4GALT, ST8SIA1, GBGT1, GLA, ST3GAL1, ST3GAL2, HEXA, HEXB, FUT1, FUT2",3.22435801458607,33,3.19785518297473,-0.0145778801840384,0.0265028316113347,0.953589782208878,0.999233677344947,NA,NA,NA,"Transcriptomics","Glycosphingolipid Biosynthesis - Globo And Isoglobo Series","X19O2NoCyA - X1O2NoCyA",0.0206384110791699,0.000332937285438734
"Glycosphingolipid Biosynthesis - Ganglio Series",42,"GLB1, ST8SIA1, ST8SIA5, SLC33A1, B3GALT4, B4GALNT1, ST6GALNAC6, ST6GALNAC3, ST6GALNAC4, ST3GAL5, ST3GAL1, ST3GAL2, HEXA, HEXB",2.66910944350291,42,2.65010572880034,-0.0110536875227696,0.0190037147025794,0.959980581179604,0.999233677344947,NA,NA,NA,"Transcriptomics","Glycosphingolipid Biosynthesis - Ganglio Series","X19O2NoCyA - X1O2NoCyA",0.0177375519310983,0.000332937285438734
"Pyruvate Metabolism",114,"GLO1, LDHA, ME2, DLAT, DLD, POR, HAGH, PC, GRHPR, FH, AKR1A1, PDHB, PKLR, MDH1, MDH2, ALDH7A1, ALDH9A1, ACACA, ACACB, AHR, ADH6, PDHA1, PCK1, PCK2, PKM, LDHAL6A, LDHB, LDHC, LDHAL6B, ACSS2, ACSS1, ALDH2, ALDH3A2, ACAT1, ACAT2, ACYP1, ACYP2, ADH5",4.97905692157307,114,5.00671402364471,0.00864421835129767,-0.0276571020716396,0.947638893709826,0.999233677344947,NA,NA,NA,"Transcriptomics","Pyruvate Metabolism","X19O2NoCyA - X1O2NoCyA",0.0233571229419697,0.000332937285438734
"Glyoxylate And Dicarboxylate Metabolism",75,"CS, MCEE, EDA, AFMID, GRHPR, PGP, CAT, GLYCTK, GLCE, MDH1, MDH2, PCCB, MUT, GLDC, DLD, ACO1, ACO2, ACAT1, ACAT2, SHMT1, SHMT2, GCSH, AMT, ACSS2, ACSS1",5.13072184047487,75,5.13167384434609,0.000389880562988837,-0.000952003871222296,0.998099969371864,0.999233677344947,NA,NA,NA,"Transcriptomics","Glyoxylate And Dicarboxylate Metabolism","X19O2NoCyA - X1O2NoCyA",0.000825957738466947,0.000332937285438734
"Propanoate Metabolism",90,"MLYCD, HIBCH, MCEE, ACADS, DLD, DBT, ALDH6A1, ABAT, ECHDC1, ACACA, ACACB, PCCB, HADHA, EHHADH, ECHS1, MUT, BCKDHA, BCKDHB, ACSS2, ACSS1, LDHAL6A, LDHA, LDHB, LDHC, LDHAL6B, SUCLG2, SUCLG1, SUCLA2, ACOX1, ACOX3",4.34504397952309,90,4.35077181029971,0.00199814966467045,-0.00572783077662109,0.989252394056506,0.999233677344947,NA,NA,NA,"Transcriptomics","Propanoate Metabolism","X19O2NoCyA - X1O2NoCyA",0.00469289003916795,0.000332937285438734
"Butanoate Metabolism",63,"BDH1, AACS, HMGCL, ACADS, L2HGDH, ABAT, ALDH5A1, HADH, EHHADH, HADHA, ECHS1, POR, SDHA, SDHB, SDHC, SDHD, OXCT1, HMGCS1, ACAT1, ACAT2, ACSM3",5.3753712465838,63,5.38243206040793,0.00306250028164002,-0.00706081382413082,0.986300655595542,0.999233677344947,NA,NA,NA,"Transcriptomics","Butanoate Metabolism","X19O2NoCyA - X1O2NoCyA",0.00599067820008979,0.000332937285438734
"One Carbon Pool By Folate",51,"MTFMT, MTHFR, GART, MTHFD1, AMT, ATIC, MTR, TYMS, MTHFD2, DHFR, MTHFS, MTHFD1L, MTHFD2L, ST20, ALDH1L2, SHMT1, SHMT2",5.39802474605989,51,5.42064973456153,0.00755584434041279,-0.0226249885016401,0.969701188954917,0.999233677344947,NA,NA,NA,"Transcriptomics","One Carbon Pool By Folate","X19O2NoCyA - X1O2NoCyA",0.0133620718991344,0.000332937285438734
"Thiamine Metabolism",30,"THTPA, ADK, NTPCR, TPK1, NFS1, ACP1, AK7, AK2, AK4, AK5",3.57138875419214,30,3.67559123270387,0.0386800852500249,-0.104202478511724,0.883194397861709,0.999233677344947,NA,NA,NA,"Transcriptomics","Thiamine Metabolism","X19O2NoCyA - X1O2NoCyA",0.0539436943538515,0.000332937285438734
"Riboflavin Metabolism",21,"RFK, BLVRB, FLAD1, ACP5, ACP1, ACP2, ENPP1",4.15422655719311,21,4.1580051533744,0.0017376347107695,-0.00377859618128795,0.995544506580639,0.999233677344947,NA,NA,NA,"Transcriptomics","Riboflavin Metabolism","X19O2NoCyA - X1O2NoCyA",0.00193931973469761,0.000332937285438734
"Vitamin B6 Metabolism",24,"PPAT, PDXK, AOX1, PNPO, PSAT1, PPOX, PDXP, PHOSPHO2",3.95177812809337,24,3.98667920418927,0.012935147773254,-0.0349010760959039,0.964729778101204,0.999233677344947,NA,NA,NA,"Transcriptomics","Vitamin B6 Metabolism","X19O2NoCyA - X1O2NoCyA",0.0155943159968907,0.000332937285438734
"Nicotinate And Nicotinamide Metabolism",81,"NAMPT, QPRT, PNP, NADSYN1, NAPRT, NNT, AOX1, CD38, BST1, SIRT1, SIRT2, SIRT3, SIRT4, SIRT5, SIRT6, SIRT7, ENPP1, NMRK1, NMNAT3, NMNAT1, NADK2, NADK, NT5C1B, RDH14, NT5C2, NT5C, NT5M",3.75455291874422,81,3.71488239095628,-0.0153621031386992,0.0396705277879419,0.922102117718488,0.999233677344947,NA,NA,NA,"Transcriptomics","Nicotinate And Nicotinamide Metabolism","X19O2NoCyA - X1O2NoCyA",0.0352209805669339,0.000332937285438734
"Pantothenate And Coa Biosynthesis",39,"DPYD, PPCS, COASY, PPCDC, AASDHPPT, ENPP1, PANK1, PANK3, PANK2, VNN2, CSAD, ALDH2, ALDH3A2",4.24840291703091,39,4.21523449743307,-0.0165376586487621,0.0331684195978328,0.941204025489214,0.999233677344947,NA,NA,NA,"Transcriptomics","Pantothenate And Coa Biosynthesis","X19O2NoCyA - X1O2NoCyA",0.026316224033188,0.000332937285438734
"Biotin Metabolism",9,"HLCS, BTD, OXSM",2.27776147207945,9,2.17235422683552,-0.0877338365657345,0.105407245243923,0.852995003798168,0.999233677344947,NA,NA,NA,"Transcriptomics","Biotin Metabolism","X19O2NoCyA - X1O2NoCyA",0.0690535125947758,0.000332937285438734
"Lipoic Acid Metabolism",12,"LIPA, LIPT1, LIAS, LIPT2",3.38601437430927,12,3.3761684103997,-0.00604362069463441,0.00984596390957515,0.98854323987561,0.999233677344947,NA,NA,NA,"Transcriptomics","Lipoic Acid Metabolism","X19O2NoCyA - X1O2NoCyA",0.00500432945737318,0.000332937285438734
"Folate Biosynthesis",39,"QDPR, GGH, SPR, DHFR, CBR1, FPGS, GCH1, PTS, MOCS2, PCBD1, PCBD2, TPH1, AKR1B1",4.54264862492794,39,4.58047163295332,0.0165780390907633,-0.0378230080253799,0.941806777135445,0.999233677344947,NA,NA,NA,"Transcriptomics","Folate Biosynthesis","X19O2NoCyA - X1O2NoCyA",0.0260381887478971,0.000332937285438734
"Retinol Metabolism",54,"RETSAT, PNPLA4, AOX1, CYP26A1, ADH6, RDH11, RDH5, RDH10, DGAT1, CYP3A5, RDH13, RDH16, DHRS4, DHRS4L2, HSD17B6, ADH5, ALDH1A1, ALDH1A3",2.4233215676259,54,2.43180478114548,0.00404221997843737,-0.00848321351957937,0.983263663880453,0.999233677344947,NA,NA,NA,"Transcriptomics","Retinol Metabolism","X19O2NoCyA - X1O2NoCyA",0.00733000972202941,0.000332937285438734
"Porphyrin Metabolism",63,"CPOX, HCCS, POR, COX10, PPOX, COX15, GUSB, FECH, UROD, UROS, HMBS, ALAD, MMAB, BLVRB, FXN, EPRS, HMOX1, HMOX2, PIGA, ALAS1, EARS2",4.84585652611211,63,4.87080510752166,0.0168938485469319,-0.02494858140955,0.924814770872552,0.999233677344947,NA,NA,NA,"Transcriptomics","Porphyrin Metabolism","X19O2NoCyA - X1O2NoCyA",0.0339452424429952,0.000332937285438734
"Terpenoid Backbone Biosynthesis",66,"MVK, HMGCR, MVD, RCE1, ICMT, PCYOX1, PMVK, GGPS1, ZMPSTE24, FDPS, DHDDS, NUS1, PDSS1, PDSS2, FNTB, FNTA, ACAT1, ACAT2, HMGCS1, IDI1, IDI2, CHURC1",5.27464691470121,66,5.29326882280517,0.00972170786079115,-0.0186219081039525,0.954940946902574,0.999233677344947,NA,NA,NA,"Transcriptomics","Terpenoid Backbone Biosynthesis","X19O2NoCyA - X1O2NoCyA",0.020023484151664,0.000332937285438734
"Nitrogen Metabolism",18,"CPS1, NAPA, NAPB, NIFK, GLUD1, GLUD2",4.57689172363616,18,4.55809536915526,-0.00757877789485398,0.018796354480906,0.982064414664646,0.999233677344947,NA,NA,NA,"Transcriptomics","Nitrogen Metabolism","X19O2NoCyA - X1O2NoCyA",0.00786002543511131,0.000332937285438734
"Sulfur Metabolism",24,"SUOX, ETHE1, IMPAD1, TST, BPNT1, PAPSS2, PAPSS1, MPST",3.956462514027,24,3.9448680779355,-0.0040508237603459,0.0115944360915021,0.988878828753285,0.999233677344947,NA,NA,NA,"Transcriptomics","Sulfur Metabolism","X19O2NoCyA - X1O2NoCyA",0.00485692096884281,0.000332937285438734
"Aminoacyl-Trna Biosynthesis",126,"IARS, NARS, HARS, RARS, QARS, SARS, MARS, VARS, AARS, LARS, TARS, WARS, MTFMT, YARS, PSTK, SEPSECS, FARSA, FARSB, CARS, GARS, DARS2, KARS, EPRS, GATB, GATC, IARS2, NARS2, HARS2, FARS2, RARS2, CARS2, SARS2, MARS2, VARS2, AARS2, LARS2, TARS2, WARS2, YARS2, PARS2, EARS2, QRSL1",6.12368412279718,126,6.06470088773529,-0.0314397651401307,0.0589832350618931,0.803833857547794,0.999233677344947,NA,NA,NA,"Transcriptomics","Aminoacyl-Trna Biosynthesis","X19O2NoCyA - X1O2NoCyA",0.0948337052396505,0.000332937285438734
"Metabolism Of Xenobiotics By Cytochrome P450",60,"CYP2E1, EPHX1, CYP2D6, GSTK1, ADH6, CYP3A5, DHDH, CBR1, GSTO2, GSTA4, GSTM4, MGST1, MGST2, MGST3, GSTO1, ALDH3B1, ALDH3B2, ADH5, GSTP1, HSD11B1L",2.58433984126358,60,2.56556362770368,-0.00713005101805107,0.0187762135598968,0.968724342634157,0.999233677344947,NA,NA,NA,"Transcriptomics","Metabolism Of Xenobiotics By Cytochrome P450","X19O2NoCyA - X1O2NoCyA",0.0137997869372127,0.000332937285438734
"Drug Metabolism - Cytochrome P450",66,"CYP2D6, CYP2E1, CYP3A5, AOX1, GSTK1, ADH6, ALDH3B1, ALDH3B2, FMO1, FMO2, FMO3, FMO4, FMO5, GSTO2, GSTA4, GSTM4, GSTP1, MGST1, MGST2, MGST3, GSTO1, ADH5",2.57203170100215,66,2.56508830705318,-0.00275021613852384,0.00694339394897625,0.987346423433185,0.999233677344947,NA,NA,NA,"Transcriptomics","Drug Metabolism - Cytochrome P450","X19O2NoCyA - X1O2NoCyA",0.00553044268121706,0.000332937285438734
"Drug Metabolism - Other Enzymes",114,"TPMT, DPYD, UMPS, CMPK1, DUT, CYP2E1, HPRT1, GMPS, ITPA, TYMP, GUSB, CES2, RRM1, RRM2, NAT1, UPP1, UCKL1, UCK2, UCK1, TK1, TK2, IMPDH1, IMPDH2, NME6, NME7, NME1, NME2, NME3, NME4, RRM2B, GSTO2, GSTA4, GSTM4, GSTP1, MGST1, MGST2, MGST3, GSTO1",4.703368525677,114,4.69490948512659,-0.00312555600719275,0.00845904055041125,0.981025076769039,0.999233677344947,NA,NA,NA,"Transcriptomics","Drug Metabolism - Other Enzymes","X19O2NoCyA - X1O2NoCyA",0.0083198911284883,0.000332937285438734
"Biosynthesis Of Unsaturated Fatty Acids",27,"FADS2, HSD17B12, HSD17B4, FADS1, SCD, ELOVL5, TECR, ELOVL6, ELOVL1",6.34178201178853,27,6.39300946615894,0.0397481149270846,-0.0512274543704034,0.883224275978017,0.999233677344947,NA,NA,NA,"Transcriptomics","Biosynthesis Of Unsaturated Fatty Acids","X19O2NoCyA - X1O2NoCyA",0.0539290025922259,0.000332937285438734
"Metabolic Pathways",1071,"CREM, BTD, MURC, BAAT, HCCS, DOLPP1, SRD5A3, TMEM86B, UAP1, GALK2, PTS, PGAP1, DHCR7, DHCR24, LIPA, SGPL1, NSDHL, MECR, ACSF3, FKTN, ACD, CYC1, PIGC, PIGA, PIGH, PIGM, PIGB, PIGF, CS, SGCE, DLD, DBT, FADS2, GLB1, MARS, AOC3, IPMK, ITPK1, CDIPT, MIF, DDC, NIT2, NUDT2, APRT, PURB, SHPK, L2HGDH, MCEE, GLO1, MTM1, RENBP, PGM2L1, GCNT2, ALG11, ALG1, ALG2, ALG5, MGAT1, MGAT2, MGAT3, HSD17B12, ST8SIA1, GBGT1, B4GALT5, COX10, COX15, PPOX, TMEM5, ST3GAL3, MGAT5B, B3GALNT2, FKRP, B4GAT1, LARGE, POMGNT1, CHST10, A4GALT, GALT, FUT8, IDUA, IDS, NAGK, PGM3, BPGM, MINPP1, RIMKLB, AGPHD1, ADO, HIBCH, XYLB, COMT, GAMT, FDFT1, PGD, UGDH, AKR1A1, CRYL1, NANP, TSTA3, GCDH, GATM, HPD, DBH, ACMSD, HMGCL, BDH1, MVD, MVK, LSS, EBP, HSD3B7, SLC27A5, TM7SF2, RPE, AGPS, TMEM189, KDSR, ALOX12, ALOX12B, EPHX2, ALOX5, PCYT2, PTDSS1, DOLK, ALG6, ALG8, MOGS, GANAB, MGAT4C, B3GNT5, ST3GAL6, ST3GAL5, ST8SIA5, B4GALNT1, B3GALT4, ST6GALNAC6, SLC33A1, FLNB, LTA4H, QARS, ALG3, ALG9, ALG12, TST, COQ6, COQ3, SORD, KMO, GALNS, GNS, SGSH, HGSNAT, NAGLU, IDH1, DSE, ARSB, GALM, AHCY, NAMPT, GPLD1, PIGL, PIGW, PIGV, PIGN, MPPE1, GCNT1, B4GALT7, B3GALT6, B3GAT3, FUT3, GGCX, VKORC1, NDC1, DHFR, SPR, QDPR, PURA, H6PD, ETHE1, ALDH7A1, HMGCR, ALG10, HSD17B4, SCP2, TMLHE, MMAB, CAD, PMVK, AASDHPPT, L3HYPDH, NANS, CMAS, OXSM, AFMID, TYMS, SC5D, MAN1B1, LIAS, LIPT1, LIPT2, CYP51A1, MSMO1, CRLS1, TGDS, PPAT, UGT8, TKFC, GLYCTK, AMT, SEPSECS, MTR, CTH, SCLY, CARNS1, INPP1, IPPK, CAT, CARNMT1, LAP3, ACADM, ABAT, GCAT, GSS, UROS, UMPS, ITPA, HDDC3, PNP, GMPS, HPRT1, ATIC, ADSL, PAICS, ADH5, ESD, DERA, PGM2, RBKS, GRHPR, HAGH, GLA, FASN, KHK, ENOSF1, DHDH, GPI, TECR, ACAA1, GGCT, GUSB, FECH, POMK, GALE, NFS1, OLAH, PRDX6, NTPCR, TPK1, PHYKPL, DCTPP1, CHDH, SRM, FAH, ALDH6A1, IL4I1, MTHFD1, FGGY, GGPS1, PGLS, DCXR, GALK1, UXS1, GNE, GMDS, FPGT, FAHD1, ASS1, ALDH5A1, PHGDH, PSAT1, ADI1, APIP, MRI1, AMD1, ASL, PSPH, GSTZ1, ALDH18A1, CPS1, AMDHD1, HAL, AUH, SQLE, HSD17B7, AMACR, CYP2R1, CYP27B1, RPIA, GAPDH, DHODH, TYMP, DPYD, PGS1, PEMT, AGK, QPRT, NADSYN1, NAPRT, AOX1, TRIT1, DPAGT1, CMBL, PNPO, PPCS, COASY, PPCDC, HLCS, UROD, CPOX, ALOX15, OAT, GLDC, PGP, NAGS, DCT, PC, TALDO1, DCTD, DTYMK, IDNK, AGMAT, TPI1, COQ2, COQ5, COQ7, MPI, GART, PFAS, FH, ENOPH1, ODC1, GBE1, ALAD, HMBS, NQO1, BLVRB, GCH1, FPGS, MTHFR, GUK1, MOCS2, G6PD, ISYNA1, SUOX, AANAT, CYCS, SRR",4.25387354357391,1071,4.25371527348101,-6.6280781753826e-05,0.000158270092901702,0.998772495404241,0.999233677344947,NA,NA,NA,"Transcriptomics","Metabolic Pathways","X19O2NoCyA - X1O2NoCyA",0.000533425930860255,0.000332937285438734
"Carbon Metabolism",69,"RPE, PGD, MCEE, HIBCH, ACADS, PGP, GAPDH, GPI, RPIA, TPI1, TALDO1, CS, FH, GLYCTK, PHGDH, PSAT1, PSPH, TKFC, PC, CPS1, IDNK, ECHS1, ALDH6A1",5.31006982152755,69,5.35450598572095,0.0146834781726486,-0.0444361641933977,0.930972228256077,0.999233677344947,NA,NA,NA,"Transcriptomics","Carbon Metabolism","X19O2NoCyA - X1O2NoCyA",0.0310632742227753,0.000332937285438734
"2-Oxocarboxylic Acid Metabolism",9,"IDH1, CS, NAGS",5.3608922091204,9,5.27398190933245,-0.0249932279701312,0.0869102997879514,0.957338765115609,0.999233677344947,NA,NA,NA,"Transcriptomics","2-Oxocarboxylic Acid Metabolism","X19O2NoCyA - X1O2NoCyA",0.0189343550271398,0.000332937285438734
"Fatty Acid Metabolism",39,"HSD17B12, MECR, CPT2, FADS2, ELOVL5, FADS1, HSD17B4, ACSF3, FASN, TECR, ACACA, ELOVL6, ELOVL1",6.02621707998234,39,6.03723886786114,0.0086138490628564,-0.0110217878787946,0.970344483095364,0.999233677344947,NA,NA,NA,"Transcriptomics","Fatty Acid Metabolism","X19O2NoCyA - X1O2NoCyA",0.0130740589830457,0.000332937285438734
"Biosynthesis Of Amino Acids",57,"RPE, CPS1, PROC, TPI1, GAPDH, RPIA, PHGDH, PSAT1, PSPH, CTH, MTR, CS, PC, NAGS, ASS1, ASL, ALDH18A1, ASNS, TALDO1",4.94546433456981,57,4.94248175777263,-0.000827554360200243,0.00298257679718539,0.996447333229993,0.999233677344947,NA,NA,NA,"Transcriptomics","Biosynthesis Of Amino Acids","X19O2NoCyA - X1O2NoCyA",0.00154565079395132,0.000332937285438734
"Nucleotide Metabolism",54,"ADK, NUDT16, PURA, PURB, APRT, DUT, GUK1, PNP, DCK, ADSL, HPRT1, ITPA, GMPS, TYMP, DTYMK, DCTPP1, TYMS, DCTD",5.98251701880498,54,5.95947080242825,-0.0129806092646281,0.0230462163767307,0.946044899409569,0.999233677344947,NA,NA,NA,"Transcriptomics","Nucleotide Metabolism","X19O2NoCyA - X1O2NoCyA",0.0240882514384997,0.000332937285438734
"Biosynthesis Of Cofactors",174,"KMO, GGH, SPR, COX10, COX15, HPD, NDC1, GGCX, VKORC1, COQ6, COQ3, UGP2, UGDH, AKR1A1, PURA, PURB, LIPA, DLD, PPOX, COQ2, UMPS, RFK, FLAD1, NAPRT, NADSYN1, AFMID, PPCDC, PPCS, COASY, QPRT, GCH1, FPGS, PTS, MOCS2, ALAD, UROS, HMBS, UROD, CPOX, FECH, MMAB, NQO1, COQ5, COQ7, MPI, GUSB, OXSM, ADSL, LIAS, LIPT1, LIPT2, CAD, DHODH, PSAT1, PNPO, NFS1, TPK1, GSS",4.58803356939356,174,4.5745542876357,-0.00786787076914916,0.0134792817578626,0.94119368048008,0.999233677344947,NA,NA,NA,"Transcriptomics","Biosynthesis Of Cofactors","X19O2NoCyA - X1O2NoCyA",0.026320997498825,0.000332937285438734
"Biosynthesis Of Nucleotide Sugars",63,"UGDH, TSTA3, GNPNAT1, PGM3, GNE, NANS, NANP, GALT, NAGK, GALK2, UAP1, CMAS, UGP2, GALE, TGDS, GPI, GMDS, MPI, GALK1, FPGT, UXS1",5.06383260993541,63,5.08829252958293,0.0159648772085327,-0.024459919647521,0.927177036088396,0.999233677344947,NA,NA,NA,"Transcriptomics","Biosynthesis Of Nucleotide Sugars","X19O2NoCyA - X1O2NoCyA",0.0328373333253018,0.000332937285438734
"Egfr Tyrosine Kinase Inhibitor Resistance",171,"ERBB3, ERBB2, EGFR, GSK3B, EIF4EBP1, MTOR, BAD, GAB1, GRB2, PTEN, NF1, IGF1R, STAT3, BCL2, BAX, BCL2L1, BCL2L11, VEGFA, FGF2, SRC, GAS6, EIF4E, FOXO3, RPS6, SHC1, SHC4, PRKCA, PRKCB, PLCG1, PLCG2, MAP2K1, MAP2K2, BRAF, RAF1, ARAF, HRAS, KRAS, NRAS, FGFR3, JAK1, JAK2, RPS6KB1, RPS6KB2, SOS1, SOS2, PIK3CA, PIK3CB, PIK3CD, PIK3R1, PIK3R3, AKT1, AKT2, MAPK1, MAPK3, PDGFD, EIF4E1B, EIF4E2",5.1004610346863,171,5.09282475443116,-0.00299599870649511,0.00763628025513352,0.977941348932701,0.999233677344947,NA,NA,NA,"Transcriptomics","Egfr Tyrosine Kinase Inhibitor Resistance","X19O2NoCyA - X1O2NoCyA",0.00968719081433582,0.000332937285438734
