"","Pathway.name","Uniquegenes","Uniquemetabol.","Geneexpression","Geneexpression.FDR.BH.","Proteomics","Proteomics.FDR.BH.","Proteomics.1","Proteomics.FDR.BH..1","Combined.pValue.Fisher.","Combined.pValue.Fisher..FDR.BH.","Contrast"
"674","Serotonergic synapse",62,NA,0.979864339,1,"0.909857062",1,"0.909857062",1,0.993892824,0.999484377,"X1O2PlusCyA - X1O2NoCyA"
"675","Glutathione metabolism",35,NA,0.91152083,1,"0.998989076",1,"0.998989076",1,0.995879046,0.999484377,"X1O2PlusCyA - X1O2NoCyA"
"676","Spinocerebellar ataxia",114,NA,0.967774629,1,"0.944202699",1,"0.944202699",1,0.996170959,0.999484377,"X1O2PlusCyA - X1O2NoCyA"
"677","Phosphatidylinositol signaling system",82,NA,0.953727493,1,"0.973264724",1,"0.973264724",1,0.997360559,0.999484377,"X1O2PlusCyA - X1O2NoCyA"
"678","Olfactory transduction",27,NA,0.95793492,1,"0.970023808",1,"0.970023808",1,0.997433788,0.999484377,"X1O2PlusCyA - X1O2NoCyA"
"679","Pathways of neurodegeneration - multiple diseases",358,NA,0.998463018,1,"0.936300585",1,"0.936300585",1,0.997830863,0.999484377,"X1O2PlusCyA - X1O2NoCyA"
"680","Circadian entrainment",56,NA,0.974052242,1,"0.961009929",1,"0.961009929",1,0.997911738,0.999484377,"X1O2PlusCyA - X1O2NoCyA"
"681","Retrograde endocannabinoid signaling",91,NA,0.96816067,1,"0.973216042",1,"0.973216042",1,0.998298189,0.999484377,"X1O2PlusCyA - X1O2NoCyA"
"682","Huntington disease",240,NA,0.999999977,1,"0.943888085",1,"0.943888085",1,0.998395425,0.999484377,"X1O2PlusCyA - X1O2NoCyA"
"683","Proteasome",45,NA,0.999952495,1,"0.947208922",1,"0.947208922",1,0.99857892,0.999484377,"X1O2PlusCyA - X1O2NoCyA"
"684","Homologous recombination",41,NA,0.999354993,1,"0.968684114",1,"0.968684114",1,0.999484377,0.999484377,"X1O2PlusCyA - X1O2NoCyA"
"685","Coronavirus disease - COVID-19",169,NA,0.999997533,1,"1.12072E-12",3.79925e-10,"1.12072E-12",3.79925e-10,3.19596e-11,1.09621e-08,"X1O2NoCyA - X1O2PlusCyA"
"686","Ribosome",128,NA,0.999999992,1,"3.41353E-12",5.78594e-10,"3.41353E-12",5.78594e-10,9.3542e-11,1.60425e-08,"X1O2NoCyA - X1O2PlusCyA"
"687","RNA transport",157,NA,0.194822939,0.953690545,"0.0000000259363",2.9308e-06,"0.0000000259363",2.9308e-06,1.01582e-07,1.16142e-05,"X1O2NoCyA - X1O2PlusCyA"
"688","Cell cycle",117,NA,0.03090741,0.690047605,"0.000852989",0.048193872,"0.000852989",0.048193872,0.00030433,0.026096274,"X1O2NoCyA - X1O2PlusCyA"
"689","Spliceosome",132,NA,0.774057225,1,"0.000128001",0.010848105,"0.000128001",0.010848105,0.001012559,0.069461543,"X1O2NoCyA - X1O2PlusCyA"
"690","mRNA surveillance pathway",81,NA,0.017796134,0.67576082,"0.008777012",0.270491567,"0.008777012",0.270491567,0.001525168,0.087188761,"X1O2NoCyA - X1O2PlusCyA"
"691","Ribosome biogenesis in eukaryotes",74,NA,0.856302027,1,"0.000321483",0.021796549,"0.000321483",0.021796549,0.002532003,0.124068133,"X1O2NoCyA - X1O2PlusCyA"
"692","Antigen processing and presentation",55,NA,0.021878078,0.680267204,"0.022007519",0.466284312,"0.022007519",0.466284312,0.004159352,0.178332221,"X1O2NoCyA - X1O2PlusCyA"
"693","Viral myocarditis",51,NA,0.271614165,0.953690545,"0.002157769",0.09143545,"0.002157769",0.09143545,0.004947723,0.188563232,"X1O2NoCyA - X1O2PlusCyA"
"694","Proteasome",45,NA,0.720623678,1,"0.001397719",0.067689522,"0.001397719",0.067689522,0.007957667,0.272947973,"X1O2NoCyA - X1O2PlusCyA"
"695","Ubiquitin mediated proteolysis",131,NA,0.540985308,1,"0.002670174",0.100576569,"0.002670174",0.100576569,0.010891683,0.331085987,"X1O2NoCyA - X1O2PlusCyA"
"696","Tight junction",124,NA,0.00827476,0.67576082,"0.190414963",1,"0.190414963",1,0.01174338,0.331085987,"X1O2NoCyA - X1O2PlusCyA"
"697","Autoimmune thyroid disease",28,NA,0.240319529,0.953690545,"0.007160993",0.242757664,"0.007160993",0.242757664,0.012674438,0.331085987,"X1O2NoCyA - X1O2PlusCyA"
"698","Type I diabetes mellitus",31,NA,0.191886002,0.953690545,"0.010350237",0.2801649,"0.010350237",0.2801649,0.014342571,0.331085987,"X1O2NoCyA - X1O2PlusCyA"
"699","Viral carcinogenesis",177,NA,0.011669117,0.67576082,"0.173780824",1,"0.173780824",1,0.014602216,0.331085987,"X1O2NoCyA - X1O2PlusCyA"
"700","Systemic lupus erythematosus",87,NA,0.201454842,0.953690545,"0.010743787",0.2801649,"0.010743787",0.2801649,0.015444244,0.331085987,"X1O2NoCyA - X1O2PlusCyA"
"701","p53 signaling pathway",65,NA,0.006536487,0.67576082,"0.41264764",1,"0.41264764",1,0.018652988,0.368769005,"X1O2NoCyA - X1O2PlusCyA"
"702","Fanconi anemia pathway",52,NA,0.017068714,0.67576082,"0.164975464",1,"0.164975464",1,0.019352309,0.368769005,"X1O2NoCyA - X1O2PlusCyA"
"703","Allograft rejection",28,NA,0.202166619,0.953690545,"0.018650779",0.42150761,"0.018650779",0.42150761,0.024812318,0.447927627,"X1O2NoCyA - X1O2PlusCyA"
"704","Graft-versus-host disease",29,NA,0.240319529,0.953690545,"0.018650779",0.42150761,"0.018650779",0.42150761,0.02872004,0.492548691,"X1O2NoCyA - X1O2PlusCyA"
"705","Sphingolipid signaling pathway",93,NA,0.005903299,0.67576082,"0.867889572",1,"0.867889572",1,0.032143949,0.525017838,"X1O2NoCyA - X1O2PlusCyA"
"706","Hippo signaling pathway - multiple species",21,NA,0.03218881,0.690047605,"0.252090225",1,"0.252090225",1,0.04717846,0.735555088,"X1O2NoCyA - X1O2PlusCyA"
"707","Estrogen signaling pathway",82,NA,0.009718946,0.67576082,"0.945102584",1,"0.945102584",1,0.052266215,0.779448336,"X1O2NoCyA - X1O2PlusCyA"
"708","Gap junction",56,NA,0.01352751,0.67576082,"0.873357055",1,"0.873357055",1,0.064251622,0.853319789,"X1O2NoCyA - X1O2PlusCyA"
"709","B cell receptor signaling pathway",72,NA,0.019701482,0.67576082,"0.601662835",1,"0.601662835",1,0.064426,0.853319789,"X1O2NoCyA - X1O2PlusCyA"
"710","Hematopoietic cell lineage",49,NA,0.06870072,0.935333296,"0.173384757",1,"0.173384757",1,0.064683133,0.853319789,"X1O2NoCyA - X1O2PlusCyA"
"711","Adrenergic signaling in cardiomyocytes",87,NA,0.017796134,0.67576082,"0.794677819",1,"0.794677819",1,0.074368029,0.94474941,"X1O2NoCyA - X1O2PlusCyA"
"712","Platelet activation",87,NA,0.02457916,0.680267204,"0.664486529",1,"0.664486529",1,0.083534262,1,"X1O2NoCyA - X1O2PlusCyA"
"713","Drug metabolism - other enzymes",39,NA,0.835999035,1,"0.023944835",0.477488171,"0.023944835",0.477488171,0.098310315,1,"X1O2NoCyA - X1O2PlusCyA"
"714","Human papillomavirus infection",238,NA,0.028435101,0.690047605,"0.811082593",1,"0.811082593",1,0.110000383,1,"X1O2NoCyA - X1O2PlusCyA"
"715","DNA replication",36,NA,0.036574516,0.737944644,"0.644749894",1,"0.644749894",1,0.111947967,1,"X1O2NoCyA - X1O2PlusCyA"
"716","Oocyte meiosis",100,NA,0.063850623,0.93277929,"0.383356747",1,"0.383356747",1,0.115289297,1,"X1O2NoCyA - X1O2PlusCyA"
"717","RNA degradation",73,NA,0.501230974,1,"0.05096024",0.959751195,"0.05096024",0.959751195,0.119218646,1,"X1O2NoCyA - X1O2PlusCyA"
"718","Cocaine addiction",26,NA,0.025782722,0.680267204,"0.998508425",1,"0.998508425",1,0.11995652,1,"X1O2NoCyA - X1O2PlusCyA"
"719","Amoebiasis",57,NA,0.05320581,0.829526953,"0.561024236",1,"0.561024236",1,0.134669497,1,"X1O2NoCyA - X1O2PlusCyA"
"720","Intestinal immune network for IgA production",35,NA,0.28498614,0.953690545,"0.116502419",1,"0.116502419",1,0.146258181,1,"X1O2NoCyA - X1O2PlusCyA"
"721","Asthma",19,NA,0.14222406,0.953690545,"0.252297076",1,"0.252297076",1,0.155282433,1,"X1O2NoCyA - X1O2PlusCyA"
"722","Dopaminergic synapse",87,NA,0.04987207,0.829526953,"0.815319716",1,"0.815319716",1,0.170879462,1,"X1O2NoCyA - X1O2PlusCyA"
"723","Ether lipid metabolism",26,NA,0.046606468,0.829526953,"0.893802813",1,"0.893802813",1,0.174054829,1,"X1O2NoCyA - X1O2PlusCyA"
"724","Salivary secretion",47,NA,0.045483642,0.829526953,"0.924796381",1,"0.924796381",1,0.175343608,1,"X1O2NoCyA - X1O2PlusCyA"
"725","Progesterone-mediated oocyte maturation",73,NA,0.319509518,0.980191471,"0.14692728",1,"0.14692728",1,0.190538334,1,"X1O2NoCyA - X1O2PlusCyA"
"726","Diabetic cardiomyopathy",158,NA,0.050805113,0.829526953,"0.999997186",1,"0.999997186",1,0.202191644,1,"X1O2NoCyA - X1O2PlusCyA"
"727","Rheumatoid arthritis",62,NA,0.175686932,0.953690545,"0.290608879",1,"0.290608879",1,0.202939576,1,"X1O2NoCyA - X1O2PlusCyA"
"728","Fc gamma R-mediated phagocytosis",77,NA,0.065267356,0.93277929,"0.787671312",1,"0.787671312",1,0.203988595,1,"X1O2NoCyA - X1O2PlusCyA"
"729","Nucleotide excision repair",46,NA,0.142557557,0.953690545,"0.388526513",1,"0.388526513",1,0.21564545,1,"X1O2NoCyA - X1O2PlusCyA"
"730","Non-homologous end-joining",13,NA,0.251456292,0.953690545,"0.252297076",1,"0.252297076",1,0.238390648,1,"X1O2NoCyA - X1O2PlusCyA"
"731","Hippo signaling pathway",114,NA,0.086276761,0.953690545,"0.736228002",1,"0.736228002",1,0.238604814,1,"X1O2NoCyA - X1O2PlusCyA"
"732","Cell adhesion molecules",74,NA,0.293914937,0.953690545,"0.219774841",1,"0.219774841",1,0.241560939,1,"X1O2NoCyA - X1O2PlusCyA"
"733","AGE-RAGE signaling pathway in diabetic complications",70,NA,0.0708999,0.935333296,"0.929120051",1,"0.929120051",1,0.245053445,1,"X1O2NoCyA - X1O2PlusCyA"
"734","Wnt signaling pathway",113,NA,0.491985935,1,"0.140045383",1,"0.140045383",1,0.253215288,1,"X1O2NoCyA - X1O2PlusCyA"
"735","Pyrimidine metabolism",43,NA,0.777414377,1,"0.08927367",1,"0.08927367",1,0.254557095,1,"X1O2NoCyA - X1O2PlusCyA"
"736","Choline metabolism in cancer",71,NA,0.094367404,0.953690545,"0.771454143",1,"0.771454143",1,0.26353919,1,"X1O2NoCyA - X1O2PlusCyA"
"737","Mismatch repair",23,NA,0.080958872,0.953690545,"0.924796381",1,"0.924796381",1,0.268934413,1,"X1O2NoCyA - X1O2PlusCyA"
"738","Breast cancer",103,NA,0.258578397,0.953690545,"0.302874023",1,"0.302874023",1,0.277788845,1,"X1O2NoCyA - X1O2PlusCyA"
"739","Glioma",58,NA,0.083699156,0.953690545,"0.957818574",1,"0.957818574",1,0.282483969,1,"X1O2NoCyA - X1O2PlusCyA"
"740","mTOR signaling pathway",130,NA,0.149918857,0.953690545,"0.544385943",1,"0.544385943",1,0.286117939,1,"X1O2NoCyA - X1O2PlusCyA"
"741","Long-term depression",42,NA,0.085952047,0.953690545,"0.972177049",1,"0.972177049",1,0.290973334,1,"X1O2NoCyA - X1O2PlusCyA"
"742","RNA polymerase",31,NA,0.963093489,1,"0.087906137",1,"0.087906137",1,0.293699539,1,"X1O2NoCyA - X1O2PlusCyA"
"743","Phospholipase D signaling pathway",97,NA,0.100396786,0.953690545,"0.84655798",1,"0.84655798",1,0.294513383,1,"X1O2NoCyA - X1O2PlusCyA"
"744","Retrograde endocannabinoid signaling",91,NA,0.097544655,0.953690545,"0.965306861",1,"0.965306861",1,0.316638703,1,"X1O2NoCyA - X1O2PlusCyA"
"745","Inflammatory bowel disease",40,NA,0.16489253,0.953690545,"0.594822507",1,"0.594822507",1,0.325823147,1,"X1O2NoCyA - X1O2PlusCyA"
"746","Glutamatergic synapse",65,NA,0.123753531,0.953690545,"0.795409887",1,"0.795409887",1,0.326642147,1,"X1O2NoCyA - X1O2PlusCyA"
"747","Prion disease",211,NA,0.154901994,0.953690545,"0.658618069",1,"0.658618069",1,0.334892324,1,"X1O2NoCyA - X1O2PlusCyA"
"748","Amphetamine addiction",42,NA,0.133225021,0.953690545,"0.768370263",1,"0.768370263",1,0.335678983,1,"X1O2NoCyA - X1O2PlusCyA"
"749","Primary immunodeficiency",27,NA,0.15952523,0.953690545,"0.68546277",1,"0.68546277",1,0.351360502,1,"X1O2NoCyA - X1O2PlusCyA"
"750","Purine metabolism",92,NA,0.999880797,1,"0.112205247",1,"0.112205247",1,0.357616611,1,"X1O2NoCyA - X1O2PlusCyA"
"751","Fc epsilon RI signaling pathway",52,NA,0.123821895,0.953690545,"0.971251625",1,"0.971251625",1,0.374987306,1,"X1O2NoCyA - X1O2PlusCyA"
"752","Basal transcription factors",42,NA,0.554343116,1,"0.219774841",1,"0.219774841",1,0.378299233,1,"X1O2NoCyA - X1O2PlusCyA"
"753","cGMP-PKG signaling pathway",103,NA,0.125302659,0.953690545,"0.972696481",1,"0.972696481",1,0.378406133,1,"X1O2NoCyA - X1O2PlusCyA"
"754","Taurine and hypotaurine metabolism",5,NA,0.122575592,0.953690545,"1",1,"1",1,0.379865114,1,"X1O2NoCyA - X1O2PlusCyA"
"755","Regulation of lipolysis in adipocytes",30,NA,0.125457629,0.953690545,"0.98187212",1,"0.98187212",1,0.381139306,1,"X1O2NoCyA - X1O2PlusCyA"
"756","VEGF signaling pathway",48,NA,0.135954391,0.953690545,"0.92531583",1,"0.92531583",1,0.386592747,1,"X1O2NoCyA - X1O2PlusCyA"
"757","Epstein-Barr virus infection",175,NA,0.384652616,1,"0.333425059",1,"0.333425059",1,0.391652283,1,"X1O2NoCyA - X1O2PlusCyA"
"758","Relaxin signaling pathway",87,NA,0.134793642,0.953690545,"0.993876779",1,"0.993876779",1,0.403264897,1,"X1O2NoCyA - X1O2PlusCyA"
"759","Hepatocellular carcinoma",128,NA,0.149918857,0.953690545,"0.925369331",1,"0.925369331",1,0.412753676,1,"X1O2NoCyA - X1O2PlusCyA"
"760","AMPK signaling pathway",94,NA,0.251763047,0.953690545,"0.577893461",1,"0.577893461",1,0.425947773,1,"X1O2NoCyA - X1O2PlusCyA"
"761","Adherens junction",61,NA,0.245077267,0.953690545,"0.610796708",1,"0.610796708",1,0.433984105,1,"X1O2NoCyA - X1O2PlusCyA"
"762","Leishmaniasis",58,NA,0.1942418,0.953690545,"0.799551677",1,"0.799551677",1,0.444542022,1,"X1O2NoCyA - X1O2PlusCyA"
"763","Aldosterone synthesis and secretion",59,NA,0.285879989,0.953690545,"0.543500608",1,"0.543500608",1,0.444671611,1,"X1O2NoCyA - X1O2PlusCyA"
"764","Focal adhesion",129,NA,0.156399701,0.953690545,"0.995984684",1,"0.995984684",1,0.445407974,1,"X1O2NoCyA - X1O2PlusCyA"
"765","Inflammatory mediator regulation of TRP channels",61,NA,0.184664331,0.953690545,"0.855936813",1,"0.855936813",1,0.44964786,1,"X1O2NoCyA - X1O2PlusCyA"
"766","Colorectal cancer",76,NA,0.355880574,1,"0.445137293",1,"0.445137293",1,0.450301833,1,"X1O2NoCyA - X1O2PlusCyA"
"767","FoxO signaling pathway",105,NA,0.169842618,0.953690545,"0.938821069",1,"0.938821069",1,0.452207524,1,"X1O2NoCyA - X1O2PlusCyA"
"768","Longevity regulating pathway - multiple species",48,NA,0.165155867,0.953690545,"0.975390031",1,"0.975390031",1,0.455209375,1,"X1O2NoCyA - X1O2PlusCyA"
"769","Melanoma",45,NA,0.165155867,0.953690545,"0.97970619",1,"0.97970619",1,0.456509289,1,"X1O2NoCyA - X1O2PlusCyA"
"770","Hepatitis C",114,NA,0.170181415,0.953690545,"0.97018882",1,"0.97018882",1,0.462493369,1,"X1O2NoCyA - X1O2PlusCyA"
"771","Homologous recombination",41,NA,0.239959083,0.953690545,"0.701989708",1,"0.701989708",1,0.468476917,1,"X1O2NoCyA - X1O2PlusCyA"
"772","Serotonergic synapse",62,NA,0.184664331,0.953690545,"0.91712346",1,"0.91712346",1,0.470097387,1,"X1O2NoCyA - X1O2PlusCyA"
"773","Huntington disease",240,NA,0.182455139,0.953690545,"0.929550433",1,"0.929550433",1,0.470525633,1,"X1O2NoCyA - X1O2PlusCyA"
"774","Influenza A",128,NA,0.177502194,0.953690545,"0.958863035",1,"0.958863035",1,0.471587454,1,"X1O2NoCyA - X1O2PlusCyA"
"775","Herpes simplex virus 1 infection",408,NA,0.331531267,0.98882804,"0.514386207",1,"0.514386207",1,0.472180015,1,"X1O2NoCyA - X1O2PlusCyA"
"776","Thyroid hormone signaling pathway",95,NA,0.176989863,0.953690545,"0.990095431",1,"0.990095431",1,0.480432298,1,"X1O2NoCyA - X1O2PlusCyA"
"777","Lipoic acid metabolism",3,NA,0.17618362,0.953690545,"1",1,"1",1,0.482078647,1,"X1O2NoCyA - X1O2PlusCyA"
"778","Thermogenesis",186,NA,0.176721345,0.953690545,"0.999935958",1,"0.999935958",1,0.482991826,1,"X1O2NoCyA - X1O2PlusCyA"
"779","Pancreatic cancer",68,NA,0.199915854,0.953690545,"0.884723933",1,"0.884723933",1,0.483269616,1,"X1O2NoCyA - X1O2PlusCyA"
"780","Toxoplasmosis",92,NA,0.184410279,0.953690545,"0.963268368",1,"0.963268368",1,0.484595358,1,"X1O2NoCyA - X1O2PlusCyA"
"781","Insulin secretion",47,NA,0.270887388,0.953690545,"0.670262644",1,"0.670262644",1,0.491341782,1,"X1O2NoCyA - X1O2PlusCyA"
"782","Cholinergic synapse",71,NA,0.221944341,0.953690545,"0.83860005",1,"0.83860005",1,0.499059667,1,"X1O2NoCyA - X1O2PlusCyA"
"783","Sphingolipid metabolism",36,NA,0.235006114,0.953690545,"0.801542532",1,"0.801542532",1,0.502820578,1,"X1O2NoCyA - X1O2PlusCyA"
"784","Platinum drug resistance",59,NA,0.232215331,0.953690545,"0.825120094",1,"0.825120094",1,0.508198529,1,"X1O2NoCyA - X1O2PlusCyA"
"785","Cellular senescence",135,NA,0.392585844,1,"0.49499862",1,"0.49499862",1,0.512680027,1,"X1O2NoCyA - X1O2PlusCyA"
"786","Pancreatic secretion",48,NA,0.227246696,0.953690545,"0.857746667",1,"0.857746667",1,0.513646726,1,"X1O2NoCyA - X1O2PlusCyA"
"787","Phosphatidylinositol signaling system",82,NA,0.202388844,0.953690545,"0.971422876",1,"0.971422876",1,0.51639481,1,"X1O2NoCyA - X1O2PlusCyA"
"788","Endocrine and other factor-regulated calcium reabsorption",34,NA,0.2145028,0.953690545,"0.917521086",1,"0.917521086",1,0.516729268,1,"X1O2NoCyA - X1O2PlusCyA"
"789","Nitrogen metabolism",6,NA,0.197733644,0.953690545,"1",1,"1",1,0.518227134,1,"X1O2NoCyA - X1O2PlusCyA"
"790","Staphylococcus aureus infection",34,NA,0.453332553,1,"0.44098026",1,"0.44098026",1,0.521743851,1,"X1O2NoCyA - X1O2PlusCyA"
"791","Parkinson disease",202,NA,0.236971621,0.953690545,"0.863711984",1,"0.863711984",1,0.52935785,1,"X1O2NoCyA - X1O2PlusCyA"
"792","Leukocyte transendothelial migration",76,NA,0.330097692,0.98882804,"0.649726941",1,"0.649726941",1,0.544670061,1,"X1O2NoCyA - X1O2PlusCyA"
"793","PI3K-Akt signaling pathway",209,NA,0.221191528,0.953690545,"0.9792614",1,"0.9792614",1,0.547940275,1,"X1O2NoCyA - X1O2PlusCyA"
"794","Small cell lung cancer",72,NA,0.233418655,0.953690545,"0.948807672",1,"0.948807672",1,0.55532808,1,"X1O2NoCyA - X1O2PlusCyA"
"795","Pathways in cancer",351,NA,0.260193716,0.953690545,"0.852337136",1,"0.852337136",1,0.555785172,1,"X1O2NoCyA - X1O2PlusCyA"
"796","Chemical carcinogenesis - receptor activation",119,NA,0.581567486,1,"0.38306181",1,"0.38306181",1,0.55729432,1,"X1O2NoCyA - X1O2PlusCyA"
"797","Insulin resistance",87,NA,0.232562523,0.953690545,"0.973375969",1,"0.973375969",1,0.562662897,1,"X1O2NoCyA - X1O2PlusCyA"
"798","Human T-cell leukemia virus 1 infection",190,NA,0.296513291,0.953690545,"0.772340325",1,"0.772340325",1,0.566567139,1,"X1O2NoCyA - X1O2PlusCyA"
"799","GABAergic synapse",46,NA,0.303067841,0.953690545,"0.763914548",1,"0.763914548",1,0.570251344,1,"X1O2NoCyA - X1O2PlusCyA"
"800","Salmonella infection",218,NA,0.244749113,0.953690545,"0.950013872",1,"0.950013872",1,0.571708084,1,"X1O2NoCyA - X1O2PlusCyA"
"801","ABC transporters",25,NA,0.240319529,0.953690545,"0.971145187",1,"0.971145187",1,0.572975763,1,"X1O2NoCyA - X1O2PlusCyA"
"802","Viral protein interaction with cytokine and cytokine receptor",29,NA,0.97097907,1,"0.252090225",1,"0.252090225",1,0.589274277,1,"X1O2NoCyA - X1O2PlusCyA"
"803","TGF-beta signaling pathway",68,NA,0.351426166,1,"0.701989708",1,"0.701989708",1,0.591973515,1,"X1O2NoCyA - X1O2PlusCyA"
"804","Carbohydrate digestion and absorption",26,NA,0.299293671,0.953690545,"0.825338392",1,"0.825338392",1,0.592422584,1,"X1O2NoCyA - X1O2PlusCyA"
"805","Endocrine resistance",81,NA,0.267321979,0.953690545,"0.932646675",1,"0.932646675",1,0.595625755,1,"X1O2NoCyA - X1O2PlusCyA"
"806","Ovarian steroidogenesis",23,NA,0.25512125,0.953690545,"0.997300959",1,"0.997300959",1,0.602679505,1,"X1O2NoCyA - X1O2PlusCyA"
"807","African trypanosomiasis",19,NA,0.371922741,1,"0.68546277",1,"0.68546277",1,0.603372292,1,"X1O2NoCyA - X1O2PlusCyA"
"808","Non-small cell lung cancer",61,NA,0.270436603,0.953690545,"0.948807672",1,"0.948807672",1,0.605626328,1,"X1O2NoCyA - X1O2PlusCyA"
"809","GnRH signaling pathway",71,NA,0.282461081,0.953690545,"0.912274087",1,"0.912274087",1,0.607106166,1,"X1O2NoCyA - X1O2PlusCyA"
"810","Neutrophil extracellular trap formation",130,NA,0.421916484,1,"0.613971569",1,"0.613971569",1,0.608950567,1,"X1O2NoCyA - X1O2PlusCyA"
"811","Pantothenate and CoA biosynthesis",16,NA,0.289934262,0.953690545,"0.896088048",1,"0.896088048",1,0.609978589,1,"X1O2NoCyA - X1O2PlusCyA"
"812","Th17 cell differentiation",88,NA,0.265356042,0.953690545,"0.983313166",1,"0.983313166",1,0.611487699,1,"X1O2NoCyA - X1O2PlusCyA"
"813","Spinocerebellar ataxia",114,NA,0.910807293,1,"0.29110606",1,"0.29110606",1,0.617114653,1,"X1O2NoCyA - X1O2PlusCyA"
"814","Ubiquinone and other terpenoid-quinone biosynthesis",9,NA,0.265884371,0.953690545,"1",1,"1",1,0.618099739,1,"X1O2NoCyA - X1O2PlusCyA"
"815","Basal cell carcinoma",41,NA,0.750534166,1,"0.355823302",1,"0.355823302",1,0.619651251,1,"X1O2NoCyA - X1O2PlusCyA"
"816","Prolactin signaling pathway",49,NA,0.286741098,0.953690545,"0.945397965",1,"0.945397965",1,0.624937729,1,"X1O2NoCyA - X1O2PlusCyA"
"817","Oxytocin signaling pathway",104,NA,0.281676943,0.953690545,"0.966739111",1,"0.966739111",1,0.626532255,1,"X1O2NoCyA - X1O2PlusCyA"
"818","Taste transduction",31,NA,0.453332553,1,"0.602208451",1,"0.602208451",1,0.627432293,1,"X1O2NoCyA - X1O2PlusCyA"
"819","Arginine biosynthesis",16,NA,0.539130167,1,"0.51323649",1,"0.51323649",1,0.632211717,1,"X1O2NoCyA - X1O2PlusCyA"
"820","Chronic myeloid leukemia",68,NA,0.282461081,0.953690545,"0.995812321",1,"0.995812321",1,0.638054612,1,"X1O2NoCyA - X1O2PlusCyA"
"821","Transcriptional misregulation in cancer",121,NA,0.323269991,0.981253159,"0.871103042",1,"0.871103042",1,0.638464438,1,"X1O2NoCyA - X1O2PlusCyA"
"822","Gastric acid secretion",43,NA,0.33998585,0.996710654,"0.839676861",1,"0.839676861",1,0.64335077,1,"X1O2NoCyA - X1O2PlusCyA"
"823","Proximal tubule bicarbonate reclamation",16,NA,0.371922741,1,"0.772926162",1,"0.772926162",1,0.645839198,1,"X1O2NoCyA - X1O2PlusCyA"
"824","Steroid hormone biosynthesis",18,NA,0.289934262,0.953690545,"1",1,"1",1,0.648902181,1,"X1O2NoCyA - X1O2PlusCyA"
"825","Phagosome",111,NA,0.43919238,1,"0.671461846",1,"0.671461846",1,0.655009113,1,"X1O2NoCyA - X1O2PlusCyA"
"826","Vasopressin-regulated water reabsorption",34,NA,0.384105875,1,"0.768370263",1,"0.768370263",1,0.655295501,1,"X1O2NoCyA - X1O2PlusCyA"
"827","Complement and coagulation cascades",32,NA,0.302927677,0.953690545,"0.975465633",1,"0.975465633",1,0.655734605,1,"X1O2NoCyA - X1O2PlusCyA"
"828","Legionellosis",40,NA,0.33998585,0.996710654,"0.890748492",1,"0.890748492",1,0.664599973,1,"X1O2NoCyA - X1O2PlusCyA"
"829","Nicotinate and nicotinamide metabolism",24,NA,0.470314866,1,"0.651255652",1,"0.651255652",1,0.668705516,1,"X1O2NoCyA - X1O2PlusCyA"
"830","GnRH secretion",39,NA,0.478329437,1,"0.64480174",1,"0.64480174",1,0.671221225,1,"X1O2NoCyA - X1O2PlusCyA"
"831","Cushing syndrome",107,NA,0.479404419,1,"0.649726941",1,"0.649726941",1,0.674798842,1,"X1O2NoCyA - X1O2PlusCyA"
"832","Linoleic acid metabolism",8,NA,0.674882654,1,"-",NA,"-",NA,0.674882654,1,"X1O2NoCyA - X1O2PlusCyA"
"833","Hepatitis B",133,NA,0.313859721,0.978671675,"0.99474594",1,"0.99474594",1,0.675647975,1,"X1O2NoCyA - X1O2PlusCyA"
"834","Oxidative phosphorylation",108,NA,0.320062521,0.980191471,"0.999705822",1,"0.999705822",1,0.684582924,1,"X1O2NoCyA - X1O2PlusCyA"
"835","Long-term potentiation",49,NA,0.370131394,1,"0.871528912",1,"0.871528912",1,0.687548577,1,"X1O2NoCyA - X1O2PlusCyA"
"836","Parathyroid hormone synthesis, secretion and action",77,NA,0.549981791,1,"0.60527541",1,"0.60527541",1,0.699050582,1,"X1O2NoCyA - X1O2PlusCyA"
"837","Mannose type O-glycan biosynthesis",18,NA,0.750475272,1,"0.445783133",1,"0.445783133",1,0.700871,1,"X1O2NoCyA - X1O2PlusCyA"
"838","D-Glutamine and D-glutamate metabolism",5,NA,0.403810391,1,"0.829914398",1,"0.829914398",1,0.701504313,1,"X1O2NoCyA - X1O2PlusCyA"
"839","Glycerophospholipid metabolism",65,NA,0.397961666,1,"0.873357055",1,"0.873357055",1,0.71487043,1,"X1O2NoCyA - X1O2PlusCyA"
"840","Amyotrophic lateral sclerosis",289,NA,0.487619886,1,"0.713900687",1,"0.713900687",1,0.715450759,1,"X1O2NoCyA - X1O2PlusCyA"
"841","Sulfur metabolism",7,NA,0.886883801,1,"0.39906695",1,"0.39906695",1,0.721537422,1,"X1O2NoCyA - X1O2PlusCyA"
"842","Alcoholism",126,NA,0.392924526,1,"0.932862178",1,"0.932862178",1,0.734421445,1,"X1O2NoCyA - X1O2PlusCyA"
"843","Thyroid cancer",30,NA,0.538591271,1,"0.698156532",1,"0.698156532",1,0.743811022,1,"X1O2NoCyA - X1O2PlusCyA"
"844","Endocytosis",215,NA,0.680113258,1,"0.554073946",1,"0.554073946",1,0.744604393,1,"X1O2NoCyA - X1O2PlusCyA"
