"","Pathway.name","Unique.genes","Phosphoproteomics","PhosphoproteomicsFDR_BH","Proteomics","ProteomicsFDR_BH","Transcriptomics","TranscriptomicsFDR_BH","Combined","CombinedFDR_BH","Contrast","Proteomics_FDR","Phosphoproteomics_FDR","Transcriptomics_FDR","Combined_FDR"
"140","Cytosolic DNA-sensing pathway"," 41","0.668283531","1.0000000","0.137548136","1.000000e+00","0.7875538830","1.000000000","0.453735768","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"141","Amphetamine addiction"," 48","0.435222827","1.0000000","0.308500741","1.000000e+00","0.5431685510","1.000000000","0.348274945","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"142","Epstein-Barr virus infection","176","0.963388038","1.0000000","0.682880963","1.000000e+00","0.1115761670","0.763224992","0.844765965","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"143","Necroptosis","125","0.265379121","1.0000000","0.561491233","1.000000e+00","0.4936929070","1.000000000","0.375800690","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"144","Acute myeloid leukemia"," 56","0.625836359","1.0000000","0.227245578","1.000000e+00","0.5267540700","1.000000000","0.401445572","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"145","Lipid and atherosclerosis","159","0.412093104","1.0000000","0.278234682","1.000000e+00","0.6539421140","1.000000000","0.353794211","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"146","Ether lipid metabolism"," 27","1","1.0000000","1","1.000000e+00","0.0752783850","0.726448610","1.000000000","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"147","Legionellosis"," 41","0.435222827","1.0000000","0.342668322","1.000000e+00","0.5145770810","1.000000000","0.360913473","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"148","C-type lectin receptor signaling pathway"," 82","0.210309331","1.0000000","0.465013853","1.000000e+00","0.8067700490","1.000000000","0.400741224","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"149","Colorectal cancer"," 77","0.481619788","1.0000000","0.449156299","1.000000e+00","0.3756242620","1.000000000","0.406982937","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"150","Valine, leucine and isoleucine degradation"," 42","0.141640534","1.0000000","0.798997735","1.000000e+00","0.7199551500","1.000000000","0.526045165","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"151","GnRH secretion"," 41","0.148899796","1.0000000","0.793186123","1.000000e+00","0.6908095590","1.000000000","0.516069118","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"152","Type II diabetes mellitus"," 29","0.148899796","1.0000000","0.897599905","1.000000e+00","0.6148098420","1.000000000","0.600029622","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"153","Insulin secretion"," 49","0.289021513","1.0000000","0.916171075","1.000000e+00","0.3109385400","1.000000000","0.633652620","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"154","Pathways of neurodegeneration - multiple diseases","380","0.111527234","1.0000000","0.741811714","1.000000e+00","0.9999985530","1.000000000","0.922858517","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"155","Retinol metabolism"," 19",NA,NA,"0.304547574","1.000000e+00","0.7110334440","1.000000000","0.438002700","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,NA,1,1
"156","MicroRNAs in cancer","141","0.250833316","1.0000000","0.425253543","1.000000e+00","0.7826872100","1.000000000","0.396680888","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"157","Caffeine metabolism","  1",NA,NA,"0.220229008","1.000000e+00","1.0000000000","1.000000000","0.995077322","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,NA,1,1
"158","Lipoic acid metabolism","  3",NA,NA,"0.220229008","1.000000e+00","1.0000000000","1.000000000","0.995077322","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,NA,1,1
"159","Spinocerebellar ataxia","121","0.100957355","0.9559400","0.870852911","1.000000e+00","0.9714328430","1.000000000","0.735757800","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"160","Valine, leucine and isoleucine biosynthesis","  3",NA,NA,"0.39202277","1.000000e+00","0.5647661740","1.000000000","0.439378376","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,NA,1,1
"161","NOD-like receptor signaling pathway","135","0.519909919","1.0000000","0.177290979","1.000000e+00","0.9333407360","1.000000000","0.503849496","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"162","Proteoglycans in cancer","149","0.776656955","1.0000000","0.162940948","1.000000e+00","0.6870290080","1.000000000","0.519345683","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"163","Biotin metabolism","  3",NA,NA,NA,NA,"0.5647661740","1.000000000","0.564766174","1.00000000","X1O2NoCyA - X1O2PlusCyA",NA,NA,1,1
"164","Circadian rhythm"," 23","0.289021513","1.0000000","0.863722893","1.000000e+00","0.3576090310","1.000000000","0.582167960","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"165","Melanogenesis"," 69","0.250870063","1.0000000","0.635696584","1.000000e+00","0.5728411680","1.000000000","0.442630529","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"166","Ribosome biogenesis in eukaryotes"," 80","0.092180776","0.9009927","0.998252036","1.000000e+00","0.9957130770","1.000000000","0.979275595","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"167","Relaxin signaling pathway"," 88","0.668283531","1.0000000","0.395062388","1.000000e+00","0.3519070540","1.000000000","0.486437855","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"168","Pyrimidine metabolism"," 45","1","1.0000000","0.877142098","1.000000e+00","0.1063173560","0.763224992","0.999995591","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"169","Notch signaling pathway"," 52","0.681173738","1.0000000","0.150909749","1.000000e+00","0.9126927760","1.000000000","0.563953740","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"170","cGMP-PKG signaling pathway","110","0.337280811","1.0000000","0.451432372","1.000000e+00","0.6192071830","1.000000000","0.406062889","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"171","Cocaine addiction"," 32","1","1.0000000","0.734440567","1.000000e+00","0.1287657830","0.788690419","0.999982715","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"172","p53 signaling pathway"," 67","0.775925061","1.0000000","0.709321529","1.000000e+00","0.1725685670","0.896833611","0.688562185","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"173","Alzheimer disease","300","0.186510259","1.0000000","0.51188996","1.000000e+00","0.9999836100","1.000000000","0.849674621","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"174","Antifolate resistance"," 25","0.742058018","1.0000000","0.362011517","1.000000e+00","0.3623889420","1.000000000","0.524316943","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"175","Fructose and mannose metabolism"," 29","0.435137004","1.0000000","0.893304937","1.000000e+00","0.2533898220","1.000000000","0.671991408","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"176","RNA polymerase"," 31","0.742058018","1.0000000","0.137548136","1.000000e+00","0.9744474740","1.000000000","0.680238875","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"177","Retrograde endocannabinoid signaling"," 94","0.141640534","1.0000000","0.806992749","1.000000e+00","0.8920228990","1.000000000","0.631640357","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"178","Human cytomegalovirus infection","169","0.855991899","1.0000000","0.902241792","1.000000e+00","0.1334545550","0.789222628","0.866429552","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"179","DNA replication"," 36","0.173366498","1.0000000","0.966793786","1.000000e+00","0.6271631800","1.000000000","0.758134899","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"180","Citrate cycle (TCA cycle)"," 29","0.556137169","1.0000000","0.264547505","1.000000e+00","0.7384100130","1.000000000","0.471967697","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"181","Autophagy - animal","124","0.609047858","1.0000000","0.416823779","1.000000e+00","0.4294051800","1.000000000","0.490649713","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"182","RIG-I-like receptor signaling pathway"," 47","0.90354488","1.0000000","0.227971399","1.000000e+00","0.5372043080","1.000000000","0.657377169","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"183","GABAergic synapse"," 46","0.556137169","1.0000000","0.718844384","1.000000e+00","0.2807868990","1.000000000","0.596886773","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"184","Herpes simplex virus 1 infection","433","0.966405445","1.0000000","0.402004857","1.000000e+00","0.2907541610","1.000000000","0.795740251","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"185","Phagosome","119","0.803875714","1.0000000","0.493470708","1.000000e+00","0.2940147790","1.000000000","0.633676924","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"186","Dilated cardiomyopathy"," 51","1","1.0000000","0.313283544","1.000000e+00","0.3733606620","1.000000000","0.999904244","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"187","Arginine biosynthesis"," 17",NA,NA,"0.554756722","1.000000e+00","0.5101760060","1.000000000","0.552287325","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,NA,1,1
"188","Diabetic cardiomyopathy","159","0.580385197","1.0000000","0.206512318","1.000000e+00","0.9996167620","1.000000000","0.815213173","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"189","Regulation of actin cytoskeleton","159","0.902459608","1.0000000","0.332985422","1.000000e+00","0.4005976430","1.000000000","0.681560410","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"190","Osteoclast differentiation"," 98","0.564165208","1.0000000","0.303064021","1.000000e+00","0.7161664810","1.000000000","0.496461414","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"191","Basal transcription factors"," 42","0.977860637","1.0000000","0.137548136","1.000000e+00","0.9126645670","1.000000000","0.871308543","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"192","beta-Alanine metabolism"," 23","1","1.0000000","0.316289724","1.000000e+00","0.4023778300","1.000000000","0.999916605","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"193","Kaposi sarcoma-associated herpesvirus infection","150","0.528961033","1.0000000","0.318761228","1.000000e+00","0.7627319530","1.000000000","0.506800971","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"194","African trypanosomiasis"," 20","1","1.0000000","0.208240155","1.000000e+00","0.6188643810","1.000000000","0.999914751","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"195","Glycosaminoglycan degradation"," 17",NA,NA,"0.775560602","1.000000e+00","0.3959313580","1.000000000","0.697338729","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,NA,1,1
"196","VEGF signaling pathway"," 48","0.851779794","1.0000000","0.834378721","1.000000e+00","0.1867772720","0.903720431","0.834680054","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"197","Apoptosis","118","0.49981754","1.0000000","0.342437705","1.000000e+00","0.8048142240","1.000000000","0.526691147","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"198","Axon guidance","121","0.338985142","1.0000000","0.527790674","1.000000e+00","0.7849192070","1.000000000","0.530658733","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"199","cAMP signaling pathway","124","0.857457065","1.0000000","0.539960744","1.000000e+00","0.3133441720","1.000000000","0.718576817","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"200","Gap junction"," 63","0.250870063","1.0000000","0.709321529","1.000000e+00","0.8195490030","1.000000000","0.606288088","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"201","One carbon pool by folate"," 18","1","1.0000000","0.949822997","1.000000e+00","0.1536831260","0.836719240","0.999999365","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"202","Drug metabolism - other enzymes"," 39","0.522552184","1.0000000","0.635696584","1.000000e+00","0.4420745760","1.000000000","0.581730243","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"203","Phosphatidylinositol signaling system"," 84","0.77560316","1.0000000","0.247535041","1.000000e+00","0.7816489570","1.000000000","0.637952776","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"204","Inositol phosphate metabolism"," 67","0.600728786","1.0000000","0.258828947","1.000000e+00","0.9655043580","1.000000000","0.672757209","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"205","Pathways in cancer","364","0.874343243","1.0000000","0.455769423","1.000000e+00","0.3779232340","1.000000000","0.712307344","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"206","Apelin signaling pathway"," 99","0.804852106","1.0000000","0.566291496","1.000000e+00","0.3308047250","1.000000000","0.692532692","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"207","Prion disease","222","0.206177924","1.0000000","0.736418024","1.000000e+00","0.9952320540","1.000000000","0.808322407","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"208","Pantothenate and CoA biosynthesis"," 16","0.417971624","1.0000000","0.383809925","1.000000e+00","0.9425339960","1.000000000","0.610068021","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"209","PD-L1 expression and PD-1 checkpoint pathway in cancer"," 78","0.735101165","1.0000000","0.280366502","1.000000e+00","0.7527908000","1.000000000","0.616859664","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"210","Growth hormone synthesis, secretion and action"," 88","0.210309331","1.0000000","0.944179871","1.000000e+00","0.7816489570","1.000000000","0.789554843","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"211","Adipocytokine signaling pathway"," 54","0.770261184","1.0000000","0.635696584","1.000000e+00","0.3170322120","1.000000000","0.700889008","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"212","Pentose and glucuronate interconversions"," 13",NA,NA,"0.893826986","1.000000e+00","0.3892983100","1.000000000","0.823633146","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,NA,1,1
"213","Glyoxylate and dicarboxylate metabolism"," 23","0.417971624","1.0000000","0.758316129","1.000000e+00","0.4963062140","1.000000000","0.623964232","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"214","Olfactory transduction"," 30","0.417971624","1.0000000","0.383809925","1.000000e+00","0.9835416020","1.000000000","0.689316833","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"215","Fanconi anemia pathway"," 53","0.937100286","1.0000000","0.308500741","1.000000e+00","0.5562698800","1.000000000","0.768313281","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"216","Non-small cell lung cancer"," 62","0.600728786","1.0000000","0.771839166","1.000000e+00","0.3492910010","1.000000000","0.692168044","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"217","Ras signaling pathway","150","0.92226733","1.0000000","0.507950906","1.000000e+00","0.3493586420","1.000000000","0.786725960","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"218","Chemical carcinogenesis - DNA adducts"," 20","1","1.0000000","0.18427114","1.000000e+00","0.8957624940","1.000000000","0.999976573","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"219","HIF-1 signaling pathway"," 88","0.719444614","1.0000000","0.239511049","1.000000e+00","0.9605533960","1.000000000","0.725094425","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"220","Aldosterone-regulated sodium reabsorption"," 27","0.742058018","1.0000000","0.625292682","1.000000e+00","0.3623889420","1.000000000","0.690681688","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"221","Glucagon signaling pathway"," 85","0.45960944","1.0000000","0.566291496","1.000000e+00","0.6530778920","1.000000000","0.576739697","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"222","Histidine metabolism"," 11",NA,NA,"0.712017161","1.000000e+00","0.5202727620","1.000000000","0.693919805","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,NA,1,1
"223","Lysine degradation"," 51","0.887766217","1.0000000","0.19763981","1.000000e+00","0.9784666560","1.000000000","0.846950324","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"224","Breast cancer","107","0.668212421","1.0000000","0.291697779","1.000000e+00","0.8875012840","1.000000000","0.654057313","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"225","Amino sugar and nucleotide sugar metabolism"," 44","1","1.0000000","0.979568293","1.000000e+00","0.1798485540","0.900072234","0.999999867","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"226","Base excision repair"," 33","0.250870063","1.0000000","0.712048511","1.000000e+00","0.9956385620","1.000000000","0.824620786","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"227","Longevity regulating pathway - multiple species"," 48","0.770261184","1.0000000","0.709321529","1.000000e+00","0.3418692090","1.000000000","0.753698498","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"228","Epithelial cell signaling in Helicobacter pylori infection"," 60","0.435222827","1.0000000","0.61335338","1.000000e+00","0.7007297690","1.000000000","0.611401432","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"229","Hepatitis C","116","0.857457065","1.0000000","0.366982478","1.000000e+00","0.6053786960","1.000000000","0.720055938","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"230","Other glycan degradation"," 15",NA,NA,"0.712017161","1.000000e+00","0.5664095520","1.000000000","0.714427326","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,NA,1,1
"231","Phototransduction"," 14",NA,NA,"0.630523244","1.000000e+00","0.6433748510","1.000000000","0.682277966","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,NA,1,1
"232","Mitophagy - animal"," 65","0.806589556","1.0000000","0.255262787","1.000000e+00","0.9414024180","1.000000000","0.771372633","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"233","Chagas disease"," 69","0.742058018","1.0000000","0.360112488","1.000000e+00","0.7286908280","1.000000000","0.665608831","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"234","Amoebiasis"," 59","1","1.0000000","0.227971399","1.000000e+00","0.8598626750","1.000000000","0.999979521","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"235","Ascorbate and aldarate metabolism","  7",NA,NA,"0.775560602","1.000000e+00","0.5353255560","1.000000000","0.756970499","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,NA,1,1
"236","Neurotrophin signaling pathway","100","0.453764887","1.0000000","0.539960744","1.000000e+00","0.8224415290","1.000000000","0.635023034","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"237","Hepatitis B","134","0.760129423","1.0000000","0.730021934","1.000000e+00","0.3694394290","1.000000000","0.768217817","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"238","Chemokine signaling pathway","121","0.719444614","1.0000000","0.534956377","1.000000e+00","0.5405592290","1.000000000","0.683400884","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"239","Tyrosine metabolism"," 20",NA,NA,"0.478311484","1.000000e+00","0.8957624940","1.000000000","0.724000731","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,NA,1,1
"240","Human immunodeficiency virus 1 infection","175","0.339909891","1.0000000","0.731659373","1.000000e+00","0.8445533610","1.000000000","0.698828791","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"241","Mineral absorption"," 35","0.742058018","1.0000000","0.478311484","1.000000e+00","0.6030434260","1.000000000","0.688365973","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"242","Sulfur metabolism","  8",NA,NA,"0.712017161","1.000000e+00","0.6131454610","1.000000000","0.734906330","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,NA,1,1
"243","Glioma"," 59","0.27049006","1.0000000","0.894692586","1.000000e+00","0.8918149400","1.000000000","0.812859329","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"244","Oxidative phosphorylation","108","1","1.0000000","0.219762926","1.000000e+00","0.9991834180","1.000000000","0.999999474","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,1,1,1
"245","Vitamin B6 metabolism","  6",NA,NA,"1","1.000000e+00","0.4473197130","1.000000000","0.999999967","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,NA,1,1
"246","Riboflavin metabolism","  7",NA,NA,"0.526019279","1.000000e+00","0.8565637420","1.000000000","0.725536224","1.00000000","X1O2NoCyA - X1O2PlusCyA",1,NA,1,1
